Team,Player A,Player B,Correlation,Total Points A,Total Points B,pair_id
DET,Lucas Raymond,Patrick Kane,-0.41,8,12,Lucas Raymond-Patrick Kane
PHI,Morgan Frost,Nicolas Deslauriers,-0.41,1,6,Morgan Frost-Nicolas Deslauriers
LAK,Akil Thomas,Vladislav Gavrikov,-0.41,1,5,Akil Thomas-Vladislav Gavrikov
DET,Andrew Copp,Erik Gustafsson,-0.41,7,2,Andrew Copp-Erik Gustafsson
PIT,Bryan Rust,Kris Letang,-0.41,4,5,Bryan Rust-Kris Letang
BOS,Justin Brazeau,Mason Lohrei,-0.42,5,4,Justin Brazeau-Mason Lohrei
STL,Colton Parayko,Zack Bolduc,-0.42,4,8,Colton Parayko-Zack Bolduc
MIN,Declan Chisholm,Mats Zuccarello,-0.42,11,1,Declan Chisholm-Mats Zuccarello
STL,Nathan Walker,Zack Bolduc,-0.42,4,3,Nathan Walker-Zack Bolduc
STL,Alexandre Texier,Ryan Suter,-0.42,3,4,Alexandre Texier-Ryan Suter
MTL,Juraj Slafkovsky,Justin Barron,-0.42,8,1,Juraj Slafkovsky-Justin Barron
VGK,Nicolas Roy,Tomas Hertl,-0.42,12,8,Nicolas Roy-Tomas Hertl
CBJ,Yegor Chinakhov,Zachary Aston-Reese,-0.42,4,9,Yegor Chinakhov-Zachary Aston-Reese
CBJ,Justin Danforth,Yegor Chinakhov,-0.42,9,4,Justin Danforth-Yegor Chinakhov
DET,J.T. Compher,Michael Rasmussen,-0.42,5,4,J.T. Compher-Michael Rasmussen
CHI,Nolan Allan,Taylor Hall,-0.42,6,3,Nolan Allan-Taylor Hall
TOR,David Kampf,William Nylander,-0.42,2,15,David Kampf-William Nylander
LAK,Kyle Burroughs,Trevor Moore,-0.42,7,1,Kyle Burroughs-Trevor Moore
LAK,Alex Turcotte,Joel Edmundson,-0.42,5,5,Alex Turcotte-Joel Edmundson
VGK,Nicolas Roy,Shea Theodore,-0.42,8,10,Nicolas Roy-Shea Theodore
FLA,A.J. Greer,Anton Lundell,-0.42,4,13,A.J. Greer-Anton Lundell
TOR,David Kampf,Matthew Knies,-0.42,2,9,David Kampf-Matthew Knies
TOR,Jake McCabe,Matthew Knies,-0.42,9,5,Jake McCabe-Matthew Knies
DET,Justin Holl,Moritz Seider,-0.42,1,8,Justin Holl-Moritz Seider
PHI,Morgan Frost,Ryan Poehling,-0.42,5,6,Morgan Frost-Ryan Poehling
NJD,Dawson Mercer,Luke Hughes,-0.42,8,1,Dawson Mercer-Luke Hughes
VAN,Danton Heinen,Vincent Desharnais,-0.42,6,1,Danton Heinen-Vincent Desharnais
FLA,Carter Verhaeghe,Uvis Balinskis,-0.42,8,2,Carter Verhaeghe-Uvis Balinskis
CHI,Nick Foligno,Philipp Kurashev,-0.43,6,3,Nick Foligno-Philipp Kurashev
COL,Josh Manson,Sam Malinski,-0.43,3,5,Josh Manson-Sam Malinski
SJS,Mikael Granlund,Ty Dellandrea,-0.43,1,14,Mikael Granlund-Ty Dellandrea
VAN,Brock Boeser,Carson Soucy,-0.43,11,1,Brock Boeser-Carson Soucy
CGY,Daniil Miromanov,Mikael Backlund,-0.43,6,2,Daniil Miromanov-Mikael Backlund
CGY,Daniil Miromanov,Kevin Bahl,-0.43,5,2,Daniil Miromanov-Kevin Bahl
CHI,Lukas Reichel,Nick Foligno,-0.43,6,6,Lukas Reichel-Nick Foligno
LAK,Brandt Clarke,Phillip Danault,-0.43,7,12,Brandt Clarke-Phillip Danault
DET,Alex DeBrincat,Ben Chiarot,-0.43,11,2,Alex DeBrincat-Ben Chiarot
CHI,Alex Vlasic,Patrick Maroon,-0.43,3,7,Alex Vlasic-Patrick Maroon
DAL,Evgenii Dadonov,Roope Hintz,-0.43,4,8,Evgenii Dadonov-Roope Hintz
CAR,Jordan Staal,Sebastian Aho,-0.43,1,10,Jordan Staal-Sebastian Aho
FLA,Aaron Ekblad,Matthew Tkachuk,-0.43,8,6,Aaron Ekblad-Matthew Tkachuk
ANA,Cutter Gauthier,Olen Zellweger,-0.43,4,4,Cutter Gauthier-Olen Zellweger
DET,Dylan Larkin,Jeff Petry,-0.43,10,1,Dylan Larkin-Jeff Petry
CBJ,Cole Sillinger,Kevin Labanc,-0.43,6,8,Cole Sillinger-Kevin Labanc
CAR,Jalen Chatfield,Sebastian Aho,-0.43,1,10,Jalen Chatfield-Sebastian Aho
STL,Ryan Suter,Zack Bolduc,-0.43,4,4,Ryan Suter-Zack Bolduc
TOR,Auston Matthews,David Kampf,-0.43,2,11,Auston Matthews-David Kampf
VGK,Mark Stone,Nicolas Roy,-0.44,8,21,Mark Stone-Nicolas Roy
SJS,Mikael Granlund,Will Smith,-0.44,14,3,Mikael Granlund-Will Smith
MIN,Mats Zuccarello,Zach Bogosian,-0.44,11,3,Mats Zuccarello-Zach Bogosian
DET,Lucas Raymond,Marco Kasper,-0.44,1,12,Lucas Raymond-Marco Kasper
DAL,Mason Marchment,Oskar Bäck,-0.44,1,8,Mason Marchment-Oskar Bäck
CHI,Alec Martinez,Teuvo Teravainen,-0.44,8,1,Alec Martinez-Teuvo Teravainen
CAR,Andrei Svechnikov,Jordan Staal,-0.44,1,12,Andrei Svechnikov-Jordan Staal
VGK,Keegan Kolesar,Mark Stone,-0.44,8,21,Keegan Kolesar-Mark Stone
VGK,Nicolas Roy,Pavel Dorofeyev,-0.44,10,8,Nicolas Roy-Pavel Dorofeyev
SJS,Tyler Toffoli,Will Smith,-0.44,3,11,Tyler Toffoli-Will Smith
DAL,Mavrik Bourque,Roope Hintz,-0.44,2,8,Mavrik Bourque-Roope Hintz
CBJ,Damon Severson,James van Riemsdyk,-0.45,4,7,Damon Severson-James van Riemsdyk
NJD,Luke Hughes,Paul Cotter,-0.45,9,1,Luke Hughes-Paul Cotter
FLA,Gustav Forsling,Jonah Gadjovich,-0.45,8,1,Gustav Forsling-Jonah Gadjovich
WSH,Nic Dowd,Tom Wilson,-0.45,6,9,Nic Dowd-Tom Wilson
MIN,Marcus Johansson,Ryan Hartman,-0.45,4,3,Marcus Johansson-Ryan Hartman
CGY,Anthony Mantha,Matt Coronato,-0.45,4,7,Anthony Mantha-Matt Coronato
CGY,Kevin Bahl,Matt Coronato,-0.45,4,5,Kevin Bahl-Matt Coronato
ANA,Olen Zellweger,Ross Johnston,-0.45,1,4,Olen Zellweger-Ross Johnston
CGY,Justin Kirkland,Nazem Kadri,-0.45,7,5,Justin Kirkland-Nazem Kadri
COL,Ross Colton,Sam Malinski,-0.45,9,3,Ross Colton-Sam Malinski
MIN,Frederick Gaudreau,Matt Boldy,-0.45,13,6,Frederick Gaudreau-Matt Boldy
ANA,Alex Killorn,Ryan Strome,-0.45,3,6,Alex Killorn-Ryan Strome
DET,Jeff Petry,Lucas Raymond,-0.45,12,1,Jeff Petry-Lucas Raymond
DET,Erik Gustafsson,Simon Edvinsson,-0.45,4,2,Erik Gustafsson-Simon Edvinsson
OTT,Nick Jensen,Shane Pinto,-0.45,3,5,Nick Jensen-Shane Pinto
VAN,Erik Brannstrom,Nils Hoglander,-0.45,5,2,Erik Brannstrom-Nils Hoglander
PHI,Garnet Hathaway,Morgan Frost,-0.45,5,6,Garnet Hathaway-Morgan Frost
MTL,Christian Dvorak,Jayden Struble,-0.45,4,2,Christian Dvorak-Jayden Struble
NYR,Adam Fox,Ryan Lindgren,-0.45,9,1,Adam Fox-Ryan Lindgren
MIN,Frederick Gaudreau,Joel Eriksson Ek,-0.45,7,6,Frederick Gaudreau-Joel Eriksson Ek
WSH,Jakob Chychrun,Pierre-Luc Dubois,-0.45,7,4,Jakob Chychrun-Pierre-Luc Dubois
CAR,Eric Robinson,Jordan Martinook,-0.45,4,6,Eric Robinson-Jordan Martinook
CAR,Eric Robinson,Jaccob Slavin,-0.45,6,4,Eric Robinson-Jaccob Slavin
STL,Jordan Kyrou,Kasperi Kapanen,-0.46,1,11,Jordan Kyrou-Kasperi Kapanen
TBL,Nick Paul,Nick Perbix,-0.46,11,4,Nick Paul-Nick Perbix
MIN,Jake Middleton,Jared Spurgeon,-0.46,8,3,Jake Middleton-Jared Spurgeon
UTA,Matias Maccelli,Maveric Lamoureux,-0.46,6,2,Matias Maccelli-Maveric Lamoureux
CHI,Joey Anderson,Seth Jones,-0.46,1,9,Joey Anderson-Seth Jones
NYR,Chris Kreider,Kaapo Kakko,-0.46,7,7,Chris Kreider-Kaapo Kakko
ANA,Olen Zellweger,Trevor Zegras,-0.46,3,4,Olen Zellweger-Trevor Zegras
CAR,Jaccob Slavin,William Carrier,-0.46,4,3,Jaccob Slavin-William Carrier
MIN,Jared Spurgeon,Joel Eriksson Ek,-0.46,7,3,Jared Spurgeon-Joel Eriksson Ek
UTA,Mikhail Sergachev,Nick Bjugstad,-0.46,2,9,Mikhail Sergachev-Nick Bjugstad
MIN,Jakub Lauko,Jared Spurgeon,-0.46,4,3,Jakub Lauko-Jared Spurgeon
BUF,Jordan Greenway,Owen Power,-0.46,5,9,Jordan Greenway-Owen Power
DET,Christian Fischer,Moritz Seider,-0.46,2,8,Christian Fischer-Moritz Seider
DET,Alex DeBrincat,Jeff Petry,-0.47,11,1,Alex DeBrincat-Jeff Petry
TBL,Darren Raddysh,Victor Hedman,-0.47,13,1,Darren Raddysh-Victor Hedman
VAN,Jake DeBrusk,Vincent Desharnais,-0.47,6,1,Jake DeBrusk-Vincent Desharnais
TBL,Darren Raddysh,Nikita Kucherov,-0.47,22,1,Darren Raddysh-Nikita Kucherov
TBL,Darren Raddysh,Mitchell Chaffee,-0.47,6,1,Darren Raddysh-Mitchell Chaffee
LAK,Kyle Burroughs,Phillip Danault,-0.47,7,1,Kyle Burroughs-Phillip Danault
CBJ,Kent Johnson,Sean Monahan,-0.47,5,11,Kent Johnson-Sean Monahan
LAK,Mikey Anderson,Trevor Moore,-0.47,7,6,Mikey Anderson-Trevor Moore
VAN,Quinn Hughes,Tyler Myers,-0.47,12,2,Quinn Hughes-Tyler Myers
STL,Nathan Walker,Philip Broberg,-0.47,3,9,Nathan Walker-Philip Broberg
COL,Cale Makar,Logan O'Connor,-0.47,2,23,Cale Makar-Logan O'Connor
OTT,Jacob Bernard-Docker,Josh Norris,-0.48,8,2,Jacob Bernard-Docker-Josh Norris
DAL,Esa Lindell,Wyatt Johnston,-0.48,6,3,Esa Lindell-Wyatt Johnston
OTT,Jacob Bernard-Docker,Thomas Chabot,-0.48,6,2,Jacob Bernard-Docker-Thomas Chabot
DAL,Colin Blackwell,Matt Duchene,-0.48,3,15,Colin Blackwell-Matt Duchene
DAL,Evgenii Dadonov,Mason Marchment,-0.48,4,8,Evgenii Dadonov-Mason Marchment
CAR,Jordan Staal,Martin Necas,-0.48,20,1,Jordan Staal-Martin Necas
WPG,Mark Scheifele,Neal Pionk,-0.48,17,13,Mark Scheifele-Neal Pionk
WPG,Colin Miller,Mark Scheifele,-0.48,17,6,Colin Miller-Mark Scheifele
NYR,Alexis Lafrenière,Mika Zibanejad,-0.48,10,10,Alexis Lafrenière-Mika Zibanejad
LAK,Alex Laferriere,Joel Edmundson,-0.48,13,5,Alex Laferriere-Joel Edmundson
WPG,Adam Lowry,Cole Perfetti,-0.49,11,11,Adam Lowry-Cole Perfetti
STL,Alexandre Texier,Colton Parayko,-0.49,3,8,Alexandre Texier-Colton Parayko
LAK,Alex Turcotte,Warren Foegele,-0.49,6,5,Alex Turcotte-Warren Foegele
VGK,Ivan Barbashev,Keegan Kolesar,-0.49,15,8,Ivan Barbashev-Keegan Kolesar
FLA,Jesper Boqvist,Niko Mikkola,-0.49,4,6,Jesper Boqvist-Niko Mikkola
DAL,Matt Duchene,Oskar Bäck,-0.49,1,15,Matt Duchene-Oskar Bäck
MIN,Frederick Gaudreau,Jonas Brodin,-0.49,6,5,Frederick Gaudreau-Jonas Brodin
CAR,Eric Robinson,Seth Jarvis,-0.49,6,9,Eric Robinson-Seth Jarvis
DAL,Roope Hintz,Sam Steel,-0.49,8,3,Roope Hintz-Sam Steel
OTT,Brady Tkachuk,Jacob Bernard-Docker,-0.49,16,2,Brady Tkachuk-Jacob Bernard-Docker
PIT,Blake Lizotte,Evgeni Malkin,-0.5,1,16,Blake Lizotte-Evgeni Malkin
SJS,Jack Thompson,Tyler Toffoli,-0.5,11,4,Jack Thompson-Tyler Toffoli
STL,Brandon Saad,Mathieu Joseph,-0.5,4,5,Brandon Saad-Mathieu Joseph
CHI,Craig Smith,Taylor Hall,-0.5,6,6,Craig Smith-Taylor Hall
VGK,Kaedan Korczak,William Karlsson,-0.5,6,2,Kaedan Korczak-William Karlsson
PIT,Blake Lizotte,Michael Bunting,-0.5,2,1,Blake Lizotte-Michael Bunting
CHI,Craig Smith,Isaak Phillips,-0.5,6,1,Craig Smith-Isaak Phillips
PIT,Jesse Puljujarvi,Valtteri Puustinen,-0.5,6,1,Jesse Puljujarvi-Valtteri Puustinen
NJD,Curtis Lazar,Luke Hughes,-0.5,2,1,Curtis Lazar-Luke Hughes
CHI,Connor Murphy,Isaak Phillips,-0.5,7,1,Connor Murphy-Isaak Phillips
NYI,Dennis Cholowski,Mathew Barzal,-0.5,5,1,Dennis Cholowski-Mathew Barzal
PHI,Bobby Brink,Travis Sanheim,-0.5,5,6,Bobby Brink-Travis Sanheim
CGY,Matt Coronato,Yegor Sharangovich,-0.5,4,1,Matt Coronato-Yegor Sharangovich
VGK,Cole Schwindt,Victor Olofsson,-0.5,3,3,Cole Schwindt-Victor Olofsson
VAN,Aatu Raty,Derek Forbort,-0.5,1,1,Aatu Raty-Derek Forbort
FLA,A.J. Greer,Gustav Forsling,-0.5,8,4,A.J. Greer-Gustav Forsling
LAK,Adrian Kempe,Trevor Moore,-0.5,12,7,Adrian Kempe-Trevor Moore
EDM,Noah Philp,Ryan Nugent-Hopkins,-0.5,5,1,Noah Philp-Ryan Nugent-Hopkins
CHI,Alec Martinez,Wyatt Kaiser,-0.5,1,1,Alec Martinez-Wyatt Kaiser
EDM,Mattias Janmark,Noah Philp,-0.5,3,1,Mattias Janmark-Noah Philp
CBJ,David Jiricek,James van Riemsdyk,-0.5,4,1,David Jiricek-James van Riemsdyk
SJS,Jack Thompson,Mario Ferraro,-0.5,2,4,Jack Thompson-Mario Ferraro
PIT,Blake Lizotte,Noel Acciari,-0.5,4,1,Blake Lizotte-Noel Acciari
NYR,Adam Fox,Chris Kreider,-0.5,7,9,Adam Fox-Chris Kreider
DAL,Jamie Benn,Roope Hintz,-0.5,8,5,Jamie Benn-Roope Hintz
SJS,Jack Thompson,Nico Sturm,-0.5,4,4,Jack Thompson-Nico Sturm
CBJ,Kevin Labanc,Mikael Pyyhtia,-0.5,6,1,Kevin Labanc-Mikael Pyyhtia
PIT,Blake Lizotte,Cody Glass,-0.5,4,1,Blake Lizotte-Cody Glass
NJD,Justin Dowling,Paul Cotter,-0.5,1,9,Justin Dowling-Paul Cotter
CHI,Isaak Phillips,Nolan Allan,-0.5,3,1,Isaak Phillips-Nolan Allan
NJD,Luke Hughes,Nathan Bastian,-0.5,5,1,Luke Hughes-Nathan Bastian
VAN,Daniel Sprong,Derek Forbort,-0.5,3,1,Daniel Sprong-Derek Forbort
CAR,Dmitry Orlov,Sebastian Aho,-0.5,10,7,Dmitry Orlov-Sebastian Aho
OTT,Ridly Greig,Shane Pinto,-0.5,2,3,Ridly Greig-Shane Pinto
SJS,Jack Thompson,William Eklund,-0.51,9,4,Jack Thompson-William Eklund
PHI,Cam York,Owen Tippett,-0.51,8,3,Cam York-Owen Tippett
WSH,Dylan McIlrath,John Carlson,-0.51,9,2,Dylan McIlrath-John Carlson
TBL,Cam Atkinson,Nick Paul,-0.51,1,11,Cam Atkinson-Nick Paul
PHI,Cam York,Morgan Frost,-0.51,6,3,Cam York-Morgan Frost
NJD,Jesper Bratt,Nathan Bastian,-0.51,5,15,Jesper Bratt-Nathan Bastian
CHI,Connor Bedard,Connor Murphy,-0.51,12,7,Connor Bedard-Connor Murphy
COL,Nathan MacKinnon,Sam Malinski,-0.51,25,3,Nathan MacKinnon-Sam Malinski
MIN,Marat Khusnutdinov,Matt Boldy,-0.51,13,2,Marat Khusnutdinov-Matt Boldy
VGK,Keegan Kolesar,Victor Olofsson,-0.52,8,3,Keegan Kolesar-Victor Olofsson
DAL,Jason Robertson,Thomas Harley,-0.52,7,6,Jason Robertson-Thomas Harley
VGK,Nicolas Roy,Victor Olofsson,-0.52,3,8,Nicolas Roy-Victor Olofsson
VAN,Kiefer Sherwood,Nils Hoglander,-0.52,5,7,Kiefer Sherwood-Nils Hoglander
CBJ,Sean Kuraly,Yegor Chinakhov,-0.52,9,3,Sean Kuraly-Yegor Chinakhov
MIN,Marco Rossi,Zach Bogosian,-0.52,10,3,Marco Rossi-Zach Bogosian
OTT,Adam Gaudette,Ridly Greig,-0.52,7,2,Adam Gaudette-Ridly Greig
DET,Erik Gustafsson,Patrick Kane,-0.52,8,2,Erik Gustafsson-Patrick Kane
CAR,Jaccob Slavin,Martin Necas,-0.52,20,4,Jaccob Slavin-Martin Necas
VGK,Pavel Dorofeyev,Victor Olofsson,-0.52,10,3,Pavel Dorofeyev-Victor Olofsson
NYR,Alexis Lafrenière,Kaapo Kakko,-0.52,7,10,Alexis Lafrenière-Kaapo Kakko
VAN,Derek Forbort,Quinn Hughes,-0.52,1,12,Derek Forbort-Quinn Hughes
CBJ,Jake Christiansen,Kent Johnson,-0.52,5,4,Jake Christiansen-Kent Johnson
CBJ,David Jiricek,Kirill Marchenko,-0.52,13,1,David Jiricek-Kirill Marchenko
BUF,Alex Tuch,Dylan Cozens,-0.52,4,11,Alex Tuch-Dylan Cozens
VAN,Brock Boeser,Derek Forbort,-0.52,11,1,Brock Boeser-Derek Forbort
STL,Pierre-Olivier Joseph,Robert Thomas,-0.52,6,1,Pierre-Olivier Joseph-Robert Thomas
SJS,Will Smith,William Eklund,-0.52,9,3,Will Smith-William Eklund
CHI,Craig Smith,Nick Foligno,-0.52,6,6,Craig Smith-Nick Foligno
MTL,Joel Armia,Juraj Slafkovsky,-0.53,6,8,Joel Armia-Juraj Slafkovsky
NSH,Filip Forsberg,Philip Tomasino,-0.53,10,1,Filip Forsberg-Philip Tomasino
UTA,Nick Bjugstad,Nick Schmaltz,-0.53,2,11,Nick Bjugstad-Nick Schmaltz
LAK,Akil Thomas,Phillip Danault,-0.53,7,1,Akil Thomas-Phillip Danault
MTL,Christian Dvorak,Josh Anderson,-0.53,5,4,Christian Dvorak-Josh Anderson
STL,Justin Faulk,Mathieu Joseph,-0.53,4,5,Justin Faulk-Mathieu Joseph
NSH,Jonathan Marchessault,Philip Tomasino,-0.53,7,1,Jonathan Marchessault-Philip Tomasino
TBL,Brayden Point,Cam Atkinson,-0.53,1,13,Brayden Point-Cam Atkinson
UTA,Dylan Guenther,Nick Bjugstad,-0.53,2,10,Dylan Guenther-Nick Bjugstad
FLA,Gustav Forsling,Uvis Balinskis,-0.54,2,8,Gustav Forsling-Uvis Balinskis
EDM,Connor McDavid,Zach Hyman,-0.54,5,10,Connor McDavid-Zach Hyman
WSH,Jakob Chychrun,Taylor Raddysh,-0.55,5,4,Jakob Chychrun-Taylor Raddysh
DAL,Mavrik Bourque,Wyatt Johnston,-0.55,2,6,Mavrik Bourque-Wyatt Johnston
PHI,Cam York,Egor Zamula,-0.55,3,2,Cam York-Egor Zamula
LAK,Andreas Englund,Kevin Fiala,-0.55,12,1,Andreas Englund-Kevin Fiala
TBL,Brayden Point,Nick Perbix,-0.55,13,4,Brayden Point-Nick Perbix
STL,Kasperi Kapanen,Robert Thomas,-0.55,1,6,Kasperi Kapanen-Robert Thomas
NYI,Maxim Tsyplakov,Pierre Engvall,-0.56,1,8,Maxim Tsyplakov-Pierre Engvall
DAL,Evgenii Dadonov,Jason Robertson,-0.56,4,7,Evgenii Dadonov-Jason Robertson
NYI,Bo Horvat,Pierre Engvall,-0.56,1,9,Bo Horvat-Pierre Engvall
DET,Justin Holl,Lucas Raymond,-0.56,12,1,Justin Holl-Lucas Raymond
CHI,Alec Martinez,Connor Bedard,-0.56,12,1,Alec Martinez-Connor Bedard
STL,Philip Broberg,Robert Thomas,-0.56,6,9,Philip Broberg-Robert Thomas
STL,Brandon Saad,Philip Broberg,-0.57,5,9,Brandon Saad-Philip Broberg
ANA,Brock McGinn,Olen Zellweger,-0.57,4,4,Brock McGinn-Olen Zellweger
CBJ,Damon Severson,David Jiricek,-0.58,1,7,Damon Severson-David Jiricek
UTA,Kevin Stenlund,Sean Durzi,-0.58,2,2,Kevin Stenlund-Sean Durzi
SEA,Brandon Tanev,Vince Dunn,-0.58,2,3,Brandon Tanev-Vince Dunn
VGK,Kaedan Korczak,Nicolas Roy,-0.58,8,2,Kaedan Korczak-Nicolas Roy
CHI,Alec Martinez,Alex Vlasic,-0.58,1,7,Alec Martinez-Alex Vlasic
VAN,Aatu Raty,Teddy Blueger,-0.58,6,1,Aatu Raty-Teddy Blueger
UTA,Sean Durzi,Vladislav Kolyachonok,-0.58,2,4,Sean Durzi-Vladislav Kolyachonok
PHI,Emil Andrae,Ryan Poehling,-0.58,5,1,Emil Andrae-Ryan Poehling
CBJ,Adam Fantilli,Kent Johnson,-0.58,6,5,Adam Fantilli-Kent Johnson
VGK,Brett Howden,Kaedan Korczak,-0.58,7,2,Brett Howden-Kaedan Korczak
VAN,Derek Forbort,Filip Hronek,-0.58,1,3,Derek Forbort-Filip Hronek
DET,Erik Gustafsson,Michael Rasmussen,-0.58,4,2,Erik Gustafsson-Michael Rasmussen
UTA,Jack McBain,Sean Durzi,-0.58,5,2,Jack McBain-Sean Durzi
PIT,Cody Glass,Valtteri Puustinen,-0.58,4,1,Cody Glass-Valtteri Puustinen
STL,Alexandre Texier,Mathieu Joseph,-0.58,4,3,Alexandre Texier-Mathieu Joseph
VGK,Kaedan Korczak,Keegan Kolesar,-0.58,8,2,Kaedan Korczak-Keegan Kolesar
STL,Alexandre Texier,Nathan Walker,-0.58,3,3,Alexandre Texier-Nathan Walker
NYR,Jacob Trouba,Victor Mancini,-0.58,4,5,Jacob Trouba-Victor Mancini
LAK,Joel Edmundson,Phillip Danault,-0.59,7,5,Joel Edmundson-Phillip Danault
CAR,Jaccob Slavin,Jesperi Kotkaniemi,-0.59,8,4,Jaccob Slavin-Jesperi Kotkaniemi
CAR,Jack Drury,Jesperi Kotkaniemi,-0.59,4,8,Jack Drury-Jesperi Kotkaniemi
LAK,Joel Edmundson,Trevor Moore,-0.59,7,5,Joel Edmundson-Trevor Moore
CHI,Lukas Reichel,Tyler Bertuzzi,-0.6,5,6,Lukas Reichel-Tyler Bertuzzi
COL,Devon Toews,Ivan Ivan,-0.6,5,2,Devon Toews-Ivan Ivan
VGK,Keegan Kolesar,Shea Theodore,-0.6,8,10,Keegan Kolesar-Shea Theodore
DET,Dylan Larkin,J.T. Compher,-0.6,5,10,Dylan Larkin-J.T. Compher
DAL,Colin Blackwell,Tyler Seguin,-0.6,3,9,Colin Blackwell-Tyler Seguin
VAN,Quinn Hughes,Vincent Desharnais,-0.61,1,12,Quinn Hughes-Vincent Desharnais
FLA,Carter Verhaeghe,Evan Rodrigues,-0.61,8,6,Carter Verhaeghe-Evan Rodrigues
NYR,Alexis Lafrenière,Zac Jones,-0.61,10,2,Alexis Lafrenière-Zac Jones
STL,Mathieu Joseph,Robert Thomas,-0.61,4,6,Mathieu Joseph-Robert Thomas
CGY,Daniil Miromanov,Jake Bean,-0.61,3,2,Daniil Miromanov-Jake Bean
PIT,Erik Karlsson,Valtteri Puustinen,-0.61,1,8,Erik Karlsson-Valtteri Puustinen
DET,Alex DeBrincat,J.T. Compher,-0.61,5,11,Alex DeBrincat-J.T. Compher
LAK,Akil Thomas,Anze Kopitar,-0.61,15,1,Akil Thomas-Anze Kopitar
STL,Jake Neighbours,Robert Thomas,-0.61,5,6,Jake Neighbours-Robert Thomas
LAK,Jordan Spence,Kevin Fiala,-0.62,12,4,Jordan Spence-Kevin Fiala
STL,Philip Broberg,Ryan Suter,-0.62,9,4,Philip Broberg-Ryan Suter
NYR,Will Cuylle,Zac Jones,-0.63,8,2,Will Cuylle-Zac Jones
NYR,Adam Edstrom,Alexis Lafrenière,-0.64,2,10,Adam Edstrom-Alexis Lafrenière
MTL,Brendan Gallagher,Juraj Slafkovsky,-0.64,6,8,Brendan Gallagher-Juraj Slafkovsky
ANA,Brett Leason,Troy Terry,-0.65,1,10,Brett Leason-Troy Terry
FLA,A.J. Greer,Carter Verhaeghe,-0.66,8,4,A.J. Greer-Carter Verhaeghe
DAL,Matt Duchene,Wyatt Johnston,-0.66,15,6,Matt Duchene-Wyatt Johnston
STL,Robert Thomas,Zack Bolduc,-0.66,4,6,Robert Thomas-Zack Bolduc
NYR,Alexis Lafrenière,Victor Mancini,-0.67,10,4,Alexis Lafrenière-Victor Mancini
STL,Colton Parayko,Philip Broberg,-0.68,9,8,Colton Parayko-Philip Broberg
SJS,Jack Thompson,Luke Kunin,-0.68,5,4,Jack Thompson-Luke Kunin
PHI,Cam York,Travis Konecny,-0.68,14,3,Cam York-Travis Konecny
STL,Jordan Kyrou,Mathieu Joseph,-0.69,4,11,Jordan Kyrou-Mathieu Joseph
NYR,Kaapo Kakko,Zac Jones,-0.71,7,2,Kaapo Kakko-Zac Jones
NYR,Filip Chytil,Zac Jones,-0.71,8,2,Filip Chytil-Zac Jones
VGK,Jack Eichel,Kaedan Korczak,-0.71,19,2,Jack Eichel-Kaedan Korczak
MIN,Jake Middleton,Ryan Hartman,-0.73,4,8,Jake Middleton-Ryan Hartman
NYR,Alexis Lafrenière,Braden Schneider,-0.74,10,5,Alexis Lafrenière-Braden Schneider
COL,Cale Makar,Casey Mittelstadt,-0.76,15,23,Cale Makar-Casey Mittelstadt
ANA,Trevor Zegras,Troy Terry,-0.77,10,3,Trevor Zegras-Troy Terry
CBJ,Kent Johnson,Kirill Marchenko,-0.77,5,13,Kent Johnson-Kirill Marchenko
PHI,Matvei Michkov,Nicolas Deslauriers,-0.8,1,10,Matvei Michkov-Nicolas Deslauriers
DET,Moritz Seider,Patrick Kane,-0.8,8,8,Moritz Seider-Patrick Kane
COL,Casey Mittelstadt,John Ludvig,-0.82,15,1,Casey Mittelstadt-John Ludvig
SEA,Adam Larsson,Vince Dunn,-0.87,3,3,Adam Larsson-Vince Dunn
SEA,Chandler Stephenson,Vince Dunn,-0.87,9,3,Chandler Stephenson-Vince Dunn
SEA,Oliver Bjorkstrand,Vince Dunn,-0.87,5,3,Oliver Bjorkstrand-Vince Dunn
SEA,Jaden Schwartz,Vince Dunn,-0.87,3,8,Jaden Schwartz-Vince Dunn
FLA,Aleksander Barkov,Matthew Tkachuk,-0.88,8,8,Aleksander Barkov-Matthew Tkachuk
MIN,Declan Chisholm,Marco Rossi,-1.0,10,1,Declan Chisholm-Marco Rossi
CBJ,David Jiricek,Zachary Aston-Reese,-1.0,4,1,David Jiricek-Zachary Aston-Reese
NYR,Ryan Lindgren,Zac Jones,-1.0,2,1,Ryan Lindgren-Zac Jones
SEA,Jamie Oleksiak,Vince Dunn,-1.0,3,4,Jamie Oleksiak-Vince Dunn
FLA,Aleksander Barkov,Tomas Nosek,-1.0,8,1,Aleksander Barkov-Tomas Nosek
WSH,John Carlson,Matt Roy,-1.0,9,1,John Carlson-Matt Roy
WSH,Matt Roy,Tom Wilson,-1.0,9,1,Matt Roy-Tom Wilson
FLA,Mackie Samoskevich,Tomas Nosek,-1.0,1,3,Mackie Samoskevich-Tomas Nosek
FLA,Aaron Ekblad,Tomas Nosek,-1.0,1,6,Aaron Ekblad-Tomas Nosek
FLA,Sam Bennett,Tomas Nosek,-1.0,13,1,Sam Bennett-Tomas Nosek
VGK,Cole Schwindt,Kaedan Korczak,-1.0,3,2,Cole Schwindt-Kaedan Korczak
