Team,Player A,Player B,Correlation,Total Points A,Total Points B,pair_id
LAK,Alex Turcotte,Andre Lee,0.41,2,5,Alex Turcotte-Andre Lee
VGK,Shea Theodore,William Karlsson,0.41,6,10,Shea Theodore-William Karlsson
TBL,J.J. Moser,Nick Perbix,0.41,6,4,J.J. Moser-Nick Perbix
SEA,Brandon Montour,Jordan Eberle,0.41,9,10,Brandon Montour-Jordan Eberle
MIN,Joel Eriksson Ek,Matt Boldy,0.41,13,7,Joel Eriksson Ek-Matt Boldy
NSH,Filip Forsberg,Roman Josi,0.41,10,7,Filip Forsberg-Roman Josi
OTT,Thomas Chabot,Tim Stützle,0.41,17,6,Thomas Chabot-Tim Stützle
FLA,Eetu Luostarinen,Sam Reinhart,0.41,7,21,Eetu Luostarinen-Sam Reinhart
PIT,Evgeni Malkin,Jesse Puljujarvi,0.41,16,6,Evgeni Malkin-Jesse Puljujarvi
PIT,Drew O'Connor,Sidney Crosby,0.41,15,4,Drew O'Connor-Sidney Crosby
PIT,Bryan Rust,Rickard Rakell,0.41,11,4,Bryan Rust-Rickard Rakell
PIT,Matt Grzelcyk,Valtteri Puustinen,0.41,1,7,Matt Grzelcyk-Valtteri Puustinen
CHI,Joey Anderson,Nick Foligno,0.41,1,6,Joey Anderson-Nick Foligno
VAN,Brock Boeser,Erik Brannstrom,0.41,11,2,Brock Boeser-Erik Brannstrom
NYI,Anthony Duclair,Noah Dobson,0.41,3,6,Anthony Duclair-Noah Dobson
NYI,Pierre Engvall,Simon Holmstrom,0.41,1,5,Pierre Engvall-Simon Holmstrom
NYI,Maxim Tsyplakov,Simon Holmstrom,0.41,5,8,Maxim Tsyplakov-Simon Holmstrom
NYI,Anthony Duclair,Jean-Gabriel Pageau,0.41,3,5,Anthony Duclair-Jean-Gabriel Pageau
TOR,Auston Matthews,William Nylander,0.41,11,15,Auston Matthews-William Nylander
VAN,Daniel Sprong,Vincent Desharnais,0.41,3,1,Daniel Sprong-Vincent Desharnais
WSH,Pierre-Luc Dubois,Taylor Raddysh,0.41,7,5,Pierre-Luc Dubois-Taylor Raddysh
ANA,Brock McGinn,Trevor Zegras,0.41,4,3,Brock McGinn-Trevor Zegras
NYI,Jean-Gabriel Pageau,Maxim Tsyplakov,0.41,5,8,Jean-Gabriel Pageau-Maxim Tsyplakov
UTA,Ian Cole,Vladislav Kolyachonok,0.41,6,4,Ian Cole-Vladislav Kolyachonok
WSH,Andrew Mangiapane,Hendrix Lapierre,0.41,1,4,Andrew Mangiapane-Hendrix Lapierre
BUF,Dylan Cozens,Rasmus Dahlin,0.41,4,9,Dylan Cozens-Rasmus Dahlin
WSH,Jakub Vrana,Martin Fehervary,0.4,4,2,Jakub Vrana-Martin Fehervary
MTL,Brendan Gallagher,Joel Armia,0.4,6,6,Brendan Gallagher-Joel Armia
UTA,Alexander Kerfoot,Dylan Guenther,0.4,10,4,Alexander Kerfoot-Dylan Guenther
TBL,Jake Guentzel,Nikita Kucherov,0.4,13,22,Jake Guentzel-Nikita Kucherov
PHI,Morgan Frost,Noah Cates,0.4,1,6,Morgan Frost-Noah Cates
STL,Brayden Schenn,Mathieu Joseph,0.4,4,5,Brayden Schenn-Mathieu Joseph
PHI,Jamie Drysdale,Tyson Foerster,0.4,3,3,Jamie Drysdale-Tyson Foerster
NYR,Braden Schneider,Victor Mancini,0.4,4,5,Braden Schneider-Victor Mancini
NYR,Adam Edstrom,Victor Mancini,0.4,2,4,Adam Edstrom-Victor Mancini
UTA,Dylan Guenther,Logan Cooley,0.4,10,10,Dylan Guenther-Logan Cooley
FLA,Niko Mikkola,Sam Reinhart,0.4,21,6,Niko Mikkola-Sam Reinhart
OTT,Michael Amadio,Noah Gregor,0.4,2,2,Michael Amadio-Noah Gregor
VAN,Danton Heinen,Teddy Blueger,0.4,6,6,Danton Heinen-Teddy Blueger
SJS,Carl Grundstrom,Cody Ceci,0.4,2,2,Carl Grundstrom-Cody Ceci
SJS,Carl Grundstrom,Mario Ferraro,0.4,2,2,Carl Grundstrom-Mario Ferraro
VAN,Conor Garland,Elias Pettersson,0.4,10,5,Conor Garland-Elias Pettersson
FLA,Anton Lundell,Gustav Forsling,0.4,8,13,Anton Lundell-Gustav Forsling
STL,Brayden Schenn,Pierre-Olivier Joseph,0.4,5,1,Brayden Schenn-Pierre-Olivier Joseph
BUF,Beck Malenstyn,Connor Clifton,0.4,2,2,Beck Malenstyn-Connor Clifton
UTA,Alexander Kerfoot,Logan Cooley,0.4,10,4,Alexander Kerfoot-Logan Cooley
MIN,Marcus Foligno,Zach Bogosian,0.4,3,3,Marcus Foligno-Zach Bogosian
EDM,Jeff Skinner,Leon Draisaitl,0.4,16,6,Jeff Skinner-Leon Draisaitl
STL,Matthew Kessel,Zack Bolduc,0.4,4,1,Matthew Kessel-Zack Bolduc
EDM,Leon Draisaitl,Mattias Janmark,0.4,16,3,Leon Draisaitl-Mattias Janmark
PIT,Anthony Beauvillier,Evgeni Malkin,0.39,4,16,Anthony Beauvillier-Evgeni Malkin
NJD,Dawson Mercer,Nathan Bastian,0.39,5,8,Dawson Mercer-Nathan Bastian
BUF,Alex Tuch,Jordan Greenway,0.39,5,11,Alex Tuch-Jordan Greenway
SEA,Adam Larsson,Shane Wright,0.39,2,3,Adam Larsson-Shane Wright
BUF,Henri Jokiharju,Jack Quinn,0.39,2,3,Henri Jokiharju-Jack Quinn
BUF,Ryan McLeod,Tage Thompson,0.39,8,15,Ryan McLeod-Tage Thompson
NYR,Braden Schneider,Sam Carrick,0.39,2,5,Braden Schneider-Sam Carrick
NYR,Adam Edstrom,Sam Carrick,0.39,2,2,Adam Edstrom-Sam Carrick
NJD,Nathan Bastian,Ondrej Palat,0.39,5,3,Nathan Bastian-Ondrej Palat
BUF,Connor Clifton,Jack Quinn,0.39,2,2,Connor Clifton-Jack Quinn
TOR,Max Domi,William Nylander,0.39,6,15,Max Domi-William Nylander
CAR,Jack Roslovic,Martin Necas,0.39,20,7,Jack Roslovic-Martin Necas
UTA,Alexander Kerfoot,Jack McBain,0.39,4,5,Alexander Kerfoot-Jack McBain
CAR,Dmitry Orlov,Martin Necas,0.39,20,7,Dmitry Orlov-Martin Necas
CAR,Andrei Svechnikov,Jordan Martinook,0.39,4,12,Andrei Svechnikov-Jordan Martinook
FLA,A.J. Greer,Aaron Ekblad,0.39,6,4,A.J. Greer-Aaron Ekblad
CBJ,Cole Sillinger,Mathieu Olivier,0.39,6,8,Cole Sillinger-Mathieu Olivier
CBJ,James van Riemsdyk,Justin Danforth,0.39,4,4,James van Riemsdyk-Justin Danforth
BOS,Cole Koepke,David Pastrnak,0.39,7,11,Cole Koepke-David Pastrnak
FLA,Eetu Luostarinen,Uvis Balinskis,0.39,7,2,Eetu Luostarinen-Uvis Balinskis
WPG,Gabriel Vilardi,Vladislav Namestnikov,0.39,9,11,Gabriel Vilardi-Vladislav Namestnikov
WPG,Josh Morrissey,Nikolaj Ehlers,0.39,17,16,Josh Morrissey-Nikolaj Ehlers
NYI,Adam Pelech,Kyle Palmieri,0.39,11,4,Adam Pelech-Kyle Palmieri
BOS,Hampus Lindholm,Morgan Geekie,0.39,2,5,Hampus Lindholm-Morgan Geekie
NSH,Cole Smith,Michael McCarron,0.39,2,2,Cole Smith-Michael McCarron
NSH,Alexandre Carrier,Michael McCarron,0.39,2,5,Alexandre Carrier-Michael McCarron
NJD,Curtis Lazar,Ondrej Palat,0.39,2,3,Curtis Lazar-Ondrej Palat
FLA,Anton Lundell,Eetu Luostarinen,0.39,7,13,Anton Lundell-Eetu Luostarinen
NJD,Curtis Lazar,Jesper Bratt,0.39,15,2,Curtis Lazar-Jesper Bratt
NYR,Jacob Trouba,Sam Carrick,0.39,2,5,Jacob Trouba-Sam Carrick
SEA,Jaden Schwartz,Ryker Evans,0.39,8,8,Jaden Schwartz-Ryker Evans
BUF,Owen Power,Tage Thompson,0.39,15,9,Owen Power-Tage Thompson
PIT,Cody Glass,Marcus Pettersson,0.39,4,6,Cody Glass-Marcus Pettersson
UTA,Dylan Guenther,Kevin Stenlund,0.39,10,2,Dylan Guenther-Kevin Stenlund
DET,Andrew Copp,Simon Edvinsson,0.39,7,4,Andrew Copp-Simon Edvinsson
DET,Christian Fischer,Joe Veleno,0.39,2,2,Christian Fischer-Joe Veleno
DET,Andrew Copp,Michael Rasmussen,0.39,7,4,Andrew Copp-Michael Rasmussen
CBJ,Ivan Provorov,Zachary Aston-Reese,0.39,4,3,Ivan Provorov-Zachary Aston-Reese
DAL,Colin Blackwell,Roope Hintz,0.39,3,8,Colin Blackwell-Roope Hintz
WSH,Andrew Mangiapane,Connor McMichael,0.39,4,13,Andrew Mangiapane-Connor McMichael
LAK,Andre Lee,Tanner Jeannot,0.39,2,2,Andre Lee-Tanner Jeannot
LAK,Andre Lee,Trevor Moore,0.39,2,7,Andre Lee-Trevor Moore
WSH,Andrew Mangiapane,Tom Wilson,0.38,4,9,Andrew Mangiapane-Tom Wilson
COL,Josh Manson,Nathan MacKinnon,0.38,25,5,Josh Manson-Nathan MacKinnon
COL,Casey Mittelstadt,Logan O'Connor,0.38,15,2,Casey Mittelstadt-Logan O'Connor
MIN,Marcus Foligno,Yakov Trenin,0.38,3,1,Marcus Foligno-Yakov Trenin
CBJ,Ivan Provorov,Kevin Labanc,0.38,6,3,Ivan Provorov-Kevin Labanc
CHI,Alex Vlasic,Connor Bedard,0.38,12,7,Alex Vlasic-Connor Bedard
MIN,Brock Faber,Declan Chisholm,0.38,1,6,Brock Faber-Declan Chisholm
MIN,Declan Chisholm,Jonas Brodin,0.38,5,1,Declan Chisholm-Jonas Brodin
CBJ,Jake Christiansen,Kevin Labanc,0.38,6,4,Jake Christiansen-Kevin Labanc
CBJ,Kevin Labanc,Sean Kuraly,0.38,3,6,Kevin Labanc-Sean Kuraly
STL,Colton Parayko,Kasperi Kapanen,0.38,1,8,Colton Parayko-Kasperi Kapanen
COL,Cale Makar,Chris Wagner,0.38,1,23,Cale Makar-Chris Wagner
COL,Cale Makar,Devon Toews,0.38,23,2,Cale Makar-Devon Toews
CHI,Philipp Kurashev,TJ Brodie,0.38,3,2,Philipp Kurashev-TJ Brodie
EDM,Viktor Arvidsson,Zach Hyman,0.38,4,5,Viktor Arvidsson-Zach Hyman
DET,Marco Kasper,Michael Rasmussen,0.38,1,4,Marco Kasper-Michael Rasmussen
UTA,Michael Kesselring,Mikhail Sergachev,0.38,6,9,Michael Kesselring-Mikhail Sergachev
NYI,Kyle Palmieri,Mathew Barzal,0.38,5,11,Kyle Palmieri-Mathew Barzal
WPG,Nino Niederreiter,Rasmus Kupari,0.38,1,12,Nino Niederreiter-Rasmus Kupari
WPG,Morgan Barron,Nino Niederreiter,0.38,1,12,Morgan Barron-Nino Niederreiter
OTT,Claude Giroux,Tyler Kleven,0.38,11,1,Claude Giroux-Tyler Kleven
MIN,Joel Eriksson Ek,Marcus Johansson,0.38,7,3,Joel Eriksson Ek-Marcus Johansson
MIN,Joel Eriksson Ek,Marcus Foligno,0.38,7,3,Joel Eriksson Ek-Marcus Foligno
LAK,Alex Turcotte,Vladislav Gavrikov,0.38,5,5,Alex Turcotte-Vladislav Gavrikov
SEA,Jared McCann,Matty Beniers,0.38,9,16,Jared McCann-Matty Beniers
VGK,Brett Howden,Pavel Dorofeyev,0.38,10,7,Brett Howden-Pavel Dorofeyev
UTA,Kevin Stenlund,Mikhail Sergachev,0.38,2,9,Kevin Stenlund-Mikhail Sergachev
SEA,Andre Burakovsky,Eeli Tolvanen,0.38,6,5,Andre Burakovsky-Eeli Tolvanen
UTA,Barrett Hayton,Jack McBain,0.38,7,5,Barrett Hayton-Jack McBain
COL,Ivan Ivan,Joel Kiviranta,0.38,5,4,Ivan Ivan-Joel Kiviranta
PHI,Matvei Michkov,Nick Seeler,0.38,10,3,Matvei Michkov-Nick Seeler
PHI,Morgan Frost,Sean Couturier,0.38,8,6,Morgan Frost-Sean Couturier
STL,Justin Faulk,Philip Broberg,0.38,5,9,Justin Faulk-Philip Broberg
SEA,Brandon Montour,Ryker Evans,0.38,8,10,Brandon Montour-Ryker Evans
COL,Chris Wagner,Ivan Ivan,0.38,5,1,Chris Wagner-Ivan Ivan
PIT,Evgeni Malkin,Michael Bunting,0.38,2,16,Evgeni Malkin-Michael Bunting
ANA,Cam Fowler,Isac Lundestrom,0.38,2,2,Cam Fowler-Isac Lundestrom
MTL,Kaiden Guhle,Mike Matheson,0.38,9,4,Kaiden Guhle-Mike Matheson
WSH,Alex Ovechkin,Taylor Raddysh,0.38,16,5,Alex Ovechkin-Taylor Raddysh
COL,Mikko Rantanen,Nikolai Kovalenko,0.38,6,17,Mikko Rantanen-Nikolai Kovalenko
BOS,Charlie McAvoy,Nikita Zadorov,0.38,4,4,Charlie McAvoy-Nikita Zadorov
FLA,Nate Schmidt,Sam Bennett,0.38,13,3,Nate Schmidt-Sam Bennett
OTT,Claude Giroux,Jake Sanderson,0.38,11,8,Claude Giroux-Jake Sanderson
VGK,Alexander Holtz,Pavel Dorofeyev,0.38,10,6,Alexander Holtz-Pavel Dorofeyev
TOR,Max Domi,Oliver Ekman-Larsson,0.38,6,6,Max Domi-Oliver Ekman-Larsson
WPG,Dylan DeMelo,Josh Morrissey,0.37,2,16,Dylan DeMelo-Josh Morrissey
DAL,Jason Robertson,Tyler Seguin,0.37,7,9,Jason Robertson-Tyler Seguin
DAL,Evgenii Dadonov,Mavrik Bourque,0.37,2,4,Evgenii Dadonov-Mavrik Bourque
NYR,Artemi Panarin,Jacob Trouba,0.37,18,5,Artemi Panarin-Jacob Trouba
SEA,Eeli Tolvanen,Will Borgen,0.37,5,1,Eeli Tolvanen-Will Borgen
SEA,Eeli Tolvanen,Shane Wright,0.37,5,2,Eeli Tolvanen-Shane Wright
SEA,Chandler Stephenson,Ryker Evans,0.37,9,8,Chandler Stephenson-Ryker Evans
BUF,Jason Zucker,Rasmus Dahlin,0.37,10,9,Jason Zucker-Rasmus Dahlin
EDM,Connor McDavid,Evan Bouchard,0.37,10,7,Connor McDavid-Evan Bouchard
WSH,Jakob Chychrun,Jakub Vrana,0.37,4,4,Jakob Chychrun-Jakub Vrana
TBL,Brandon Hagel,Jake Guentzel,0.37,13,14,Brandon Hagel-Jake Guentzel
COL,Ivan Ivan,Parker Kelly,0.37,1,5,Ivan Ivan-Parker Kelly
SEA,Jordan Eberle,Ryker Evans,0.37,9,8,Jordan Eberle-Ryker Evans
BUF,Alex Tuch,Connor Clifton,0.37,11,2,Alex Tuch-Connor Clifton
WSH,Connor McMichael,Rasmus Sandin,0.37,13,5,Connor McMichael-Rasmus Sandin
LAK,Alex Laferriere,Kevin Fiala,0.37,12,13,Alex Laferriere-Kevin Fiala
LAK,Trevor Moore,Warren Foegele,0.37,6,7,Trevor Moore-Warren Foegele
SEA,Adam Larsson,Jordan Eberle,0.37,9,3,Adam Larsson-Jordan Eberle
NJD,Johnathan Kovacevic,Paul Cotter,0.37,9,6,Johnathan Kovacevic-Paul Cotter
SEA,Jordan Eberle,Oliver Bjorkstrand,0.37,5,9,Jordan Eberle-Oliver Bjorkstrand
CGY,Brayden Pachal,Kevin Bahl,0.37,5,1,Brayden Pachal-Kevin Bahl
WPG,Dylan Samberg,Morgan Barron,0.37,1,5,Dylan Samberg-Morgan Barron
WPG,Neal Pionk,Nikolaj Ehlers,0.37,17,13,Neal Pionk-Nikolaj Ehlers
TOR,Bobby McMann,Mitch Marner,0.37,16,4,Bobby McMann-Mitch Marner
TOR,Auston Matthews,Oliver Ekman-Larsson,0.37,11,6,Auston Matthews-Oliver Ekman-Larsson
STL,Justin Faulk,Robert Thomas,0.37,6,5,Justin Faulk-Robert Thomas
PIT,Marcus Pettersson,Matt Grzelcyk,0.37,7,6,Marcus Pettersson-Matt Grzelcyk
NYI,Scott Mayfield,Simon Holmstrom,0.37,5,1,Scott Mayfield-Simon Holmstrom
BOS,David Pastrnak,Trent Frederic,0.37,3,11,David Pastrnak-Trent Frederic
FLA,Aaron Ekblad,Sam Bennett,0.37,13,6,Aaron Ekblad-Sam Bennett
WPG,Josh Morrissey,Mark Scheifele,0.37,17,16,Josh Morrissey-Mark Scheifele
LAK,Alex Turcotte,Tanner Jeannot,0.37,2,5,Alex Turcotte-Tanner Jeannot
DAL,Esa Lindell,Sam Steel,0.37,3,3,Esa Lindell-Sam Steel
COL,Nathan MacKinnon,Samuel Girard,0.36,25,6,Nathan MacKinnon-Samuel Girard
MTL,Brendan Gallagher,Jake Evans,0.36,6,6,Brendan Gallagher-Jake Evans
PIT,Erik Karlsson,Sidney Crosby,0.36,15,8,Erik Karlsson-Sidney Crosby
COL,Ivan Ivan,Nikolai Kovalenko,0.36,5,6,Ivan Ivan-Nikolai Kovalenko
PIT,Kris Letang,Sidney Crosby,0.36,15,5,Kris Letang-Sidney Crosby
PHI,Owen Tippett,Travis Sanheim,0.36,8,6,Owen Tippett-Travis Sanheim
UTA,Barrett Hayton,Mikhail Sergachev,0.36,7,9,Barrett Hayton-Mikhail Sergachev
UTA,Dylan Guenther,Michael Kesselring,0.36,10,6,Dylan Guenther-Michael Kesselring
MTL,Alex Newhook,Jake Evans,0.36,6,2,Alex Newhook-Jake Evans
TBL,Anthony Cirelli,J.J. Moser,0.36,13,6,Anthony Cirelli-J.J. Moser
ANA,Olen Zellweger,Troy Terry,0.36,10,4,Olen Zellweger-Troy Terry
BUF,Alex Tuch,Henri Jokiharju,0.36,11,3,Alex Tuch-Henri Jokiharju
EDM,Evan Bouchard,Vasily Podkolzin,0.36,3,7,Evan Bouchard-Vasily Podkolzin
MTL,Brendan Gallagher,Josh Anderson,0.36,5,6,Brendan Gallagher-Josh Anderson
FLA,Adam Boqvist,Mackie Samoskevich,0.36,2,3,Adam Boqvist-Mackie Samoskevich
VAN,Danton Heinen,Filip Hronek,0.36,6,3,Danton Heinen-Filip Hronek
UTA,Clayton Keller,Matias Maccelli,0.36,12,6,Clayton Keller-Matias Maccelli
NJD,Dawson Mercer,Tomas Tatar,0.36,8,5,Dawson Mercer-Tomas Tatar
FLA,Aleksander Barkov,Gustav Forsling,0.36,8,8,Aleksander Barkov-Gustav Forsling
NYI,Kyle Palmieri,Simon Holmstrom,0.36,5,11,Kyle Palmieri-Simon Holmstrom
NYI,Casey Cizikas,Kyle Palmieri,0.36,2,11,Casey Cizikas-Kyle Palmieri
BOS,Charlie McAvoy,Justin Brazeau,0.36,5,4,Charlie McAvoy-Justin Brazeau
BOS,Charlie Coyle,Justin Brazeau,0.36,5,2,Charlie Coyle-Justin Brazeau
BOS,Andrew Peeke,John Beecher,0.36,6,2,Andrew Peeke-John Beecher
OTT,Claude Giroux,Nick Cousins,0.36,4,11,Claude Giroux-Nick Cousins
OTT,Jacob Bernard-Docker,Michael Amadio,0.36,2,2,Jacob Bernard-Docker-Michael Amadio
WPG,Dylan Samberg,Rasmus Kupari,0.36,1,5,Dylan Samberg-Rasmus Kupari
WPG,Adam Lowry,Dylan Samberg,0.36,11,5,Adam Lowry-Dylan Samberg
TOR,Auston Matthews,Jake McCabe,0.36,11,5,Auston Matthews-Jake McCabe
SEA,Brandon Tanev,Oliver Bjorkstrand,0.36,5,2,Brandon Tanev-Oliver Bjorkstrand
CBJ,Damon Severson,Yegor Chinakhov,0.36,9,7,Damon Severson-Yegor Chinakhov
WPG,Gabriel Vilardi,Neal Pionk,0.36,11,13,Gabriel Vilardi-Neal Pionk
FLA,Carter Verhaeghe,Sam Bennett,0.36,13,8,Carter Verhaeghe-Sam Bennett
FLA,A.J. Greer,Aleksander Barkov,0.36,8,4,A.J. Greer-Aleksander Barkov
MIN,Jon Merrill,Marcus Foligno,0.36,3,1,Jon Merrill-Marcus Foligno
CGY,Anthony Mantha,Nazem Kadri,0.36,7,7,Anthony Mantha-Nazem Kadri
LAK,Alex Turcotte,Mikey Anderson,0.36,5,6,Alex Turcotte-Mikey Anderson
LAK,Brandt Clarke,Mikey Anderson,0.36,6,12,Brandt Clarke-Mikey Anderson
LAK,Alex Laferriere,Alex Turcotte,0.36,13,5,Alex Laferriere-Alex Turcotte
WPG,Colin Miller,Dylan DeMelo,0.36,2,6,Colin Miller-Dylan DeMelo
CHI,Connor Murphy,Tyler Bertuzzi,0.36,5,7,Connor Murphy-Tyler Bertuzzi
LAK,Alex Laferriere,Phillip Danault,0.36,7,13,Alex Laferriere-Phillip Danault
WSH,Connor McMichael,Dylan McIlrath,0.36,13,2,Connor McMichael-Dylan McIlrath
LAK,Alex Laferriere,Trevor Moore,0.36,13,7,Alex Laferriere-Trevor Moore
ANA,Frank Vatrano,Pavel Mintyukov,0.36,4,2,Frank Vatrano-Pavel Mintyukov
COL,Mikko Rantanen,Nathan MacKinnon,0.36,25,17,Mikko Rantanen-Nathan MacKinnon
WSH,Hendrix Lapierre,Rasmus Sandin,0.36,1,5,Hendrix Lapierre-Rasmus Sandin
WSH,Connor McMichael,Hendrix Lapierre,0.36,1,13,Connor McMichael-Hendrix Lapierre
BUF,Alex Tuch,Ryan McLeod,0.36,8,11,Alex Tuch-Ryan McLeod
BUF,Alex Tuch,Beck Malenstyn,0.36,2,11,Alex Tuch-Beck Malenstyn
WSH,Connor McMichael,Taylor Raddysh,0.35,13,5,Connor McMichael-Taylor Raddysh
WSH,Jakub Vrana,Nic Dowd,0.35,6,4,Jakub Vrana-Nic Dowd
WSH,Andrew Mangiapane,Nic Dowd,0.35,6,4,Andrew Mangiapane-Nic Dowd
WSH,Brandon Duhaime,Nic Dowd,0.35,6,4,Brandon Duhaime-Nic Dowd
LAK,Alex Laferriere,Warren Foegele,0.35,6,13,Alex Laferriere-Warren Foegele
LAK,Kevin Fiala,Mikey Anderson,0.35,12,6,Kevin Fiala-Mikey Anderson
LAK,Adrian Kempe,Vladislav Gavrikov,0.35,12,5,Adrian Kempe-Vladislav Gavrikov
DAL,Colin Blackwell,Jason Robertson,0.35,3,7,Colin Blackwell-Jason Robertson
CGY,Connor Zary,Jonathan Huberdeau,0.35,8,8,Connor Zary-Jonathan Huberdeau
OTT,Drake Batherson,Zack MacEwen,0.35,12,3,Drake Batherson-Zack MacEwen
DAL,Ilya Lyubushkin,Jamie Benn,0.35,5,2,Ilya Lyubushkin-Jamie Benn
MIN,Marat Khusnutdinov,Ryan Hartman,0.35,4,2,Marat Khusnutdinov-Ryan Hartman
MIN,Brock Faber,Jakub Lauko,0.35,4,6,Brock Faber-Jakub Lauko
MIN,Ryan Hartman,Zach Bogosian,0.35,4,3,Ryan Hartman-Zach Bogosian
DET,Dylan Larkin,Justin Holl,0.35,10,1,Dylan Larkin-Justin Holl
CGY,Rasmus Andersson,Ryan Lomberg,0.35,1,11,Rasmus Andersson-Ryan Lomberg
NYI,Jean-Gabriel Pageau,Simon Holmstrom,0.35,5,5,Jean-Gabriel Pageau-Simon Holmstrom
BUF,Connor Clifton,Jordan Greenway,0.35,5,2,Connor Clifton-Jordan Greenway
EDM,Connor McDavid,Mattias Janmark,0.35,3,10,Connor McDavid-Mattias Janmark
ANA,Ryan Strome,Troy Terry,0.35,6,10,Ryan Strome-Troy Terry
ANA,Brian Dumoulin,Ryan Strome,0.35,6,2,Brian Dumoulin-Ryan Strome
SEA,Jamie Oleksiak,Jared McCann,0.35,16,4,Jamie Oleksiak-Jared McCann
PHI,Bobby Brink,Egor Zamula,0.35,5,2,Bobby Brink-Egor Zamula
CGY,Jake Bean,MacKenzie Weegar,0.35,3,5,Jake Bean-MacKenzie Weegar
CAR,Jack Roslovic,Sebastian Aho,0.35,7,10,Jack Roslovic-Sebastian Aho
UTA,Clayton Keller,Jack McBain,0.35,12,5,Clayton Keller-Jack McBain
CAR,Brent Burns,Eric Robinson,0.35,6,5,Brent Burns-Eric Robinson
CAR,Jack Roslovic,William Carrier,0.35,7,3,Jack Roslovic-William Carrier
CAR,Andrei Svechnikov,Shayne Gostisbehere,0.35,12,9,Andrei Svechnikov-Shayne Gostisbehere
CAR,Brent Burns,Jackson Blake,0.35,5,6,Brent Burns-Jackson Blake
PIT,Bryan Rust,Erik Karlsson,0.35,4,8,Bryan Rust-Erik Karlsson
CGY,Brayden Pachal,Rasmus Andersson,0.35,11,1,Brayden Pachal-Rasmus Andersson
VAN,Carson Soucy,Nils Hoglander,0.35,5,1,Carson Soucy-Nils Hoglander
NJD,Brenden Dillon,Johnathan Kovacevic,0.35,4,6,Brenden Dillon-Johnathan Kovacevic
NJD,Dougie Hamilton,Jonas Siegenthaler,0.35,8,4,Dougie Hamilton-Jonas Siegenthaler
VGK,Alexander Holtz,Tomas Hertl,0.35,12,6,Alexander Holtz-Tomas Hertl
WPG,Dylan Samberg,Mason Appleton,0.35,10,5,Dylan Samberg-Mason Appleton
WPG,Cole Perfetti,Nikolaj Ehlers,0.35,17,11,Cole Perfetti-Nikolaj Ehlers
NYI,Maxim Tsyplakov,Ryan Pulock,0.35,8,4,Maxim Tsyplakov-Ryan Pulock
PHI,Cam York,Scott Laughton,0.35,5,3,Cam York-Scott Laughton
SEA,Brandon Tanev,Ryker Evans,0.35,2,8,Brandon Tanev-Ryker Evans
SEA,Adam Larsson,Chandler Stephenson,0.35,9,3,Adam Larsson-Chandler Stephenson
BUF,Bowen Byram,Rasmus Dahlin,0.35,8,9,Bowen Byram-Rasmus Dahlin
ANA,Leo Carlsson,Troy Terry,0.35,6,10,Leo Carlsson-Troy Terry
SEA,Brandon Tanev,Jared McCann,0.35,2,16,Brandon Tanev-Jared McCann
COL,Calvin de Haan,Ivan Ivan,0.35,5,1,Calvin de Haan-Ivan Ivan
PHI,Egor Zamula,Morgan Frost,0.35,6,2,Egor Zamula-Morgan Frost
ANA,Cam Fowler,Ryan Strome,0.35,6,2,Cam Fowler-Ryan Strome
SEA,Jamie Oleksiak,Ryker Evans,0.35,8,4,Jamie Oleksiak-Ryker Evans
WSH,Andrew Mangiapane,Dylan Strome,0.34,4,19,Andrew Mangiapane-Dylan Strome
CBJ,Adam Fantilli,Sean Monahan,0.34,6,11,Adam Fantilli-Sean Monahan
DAL,Jamie Benn,Miro Heiskanen,0.34,5,4,Jamie Benn-Miro Heiskanen
LAK,Adrian Kempe,Kevin Fiala,0.34,12,12,Adrian Kempe-Kevin Fiala
DAL,Evgenii Dadonov,Miro Heiskanen,0.34,4,4,Evgenii Dadonov-Miro Heiskanen
COL,Chris Wagner,Samuel Girard,0.34,1,6,Chris Wagner-Samuel Girard
NSH,Jonathan Marchessault,Ryan O'Reilly,0.34,7,10,Jonathan Marchessault-Ryan O'Reilly
LAK,Anze Kopitar,Tanner Jeannot,0.34,2,15,Anze Kopitar-Tanner Jeannot
CBJ,Adam Fantilli,Mathieu Olivier,0.34,6,6,Adam Fantilli-Mathieu Olivier
MIN,Jake Middleton,Mats Zuccarello,0.34,11,8,Jake Middleton-Mats Zuccarello
CBJ,Mikael Pyyhtia,Sean Monahan,0.34,11,1,Mikael Pyyhtia-Sean Monahan
OTT,Adam Gaudette,Drake Batherson,0.34,12,7,Adam Gaudette-Drake Batherson
BOS,Nikita Zadorov,Pavel Zacha,0.34,3,4,Nikita Zadorov-Pavel Zacha
OTT,Brady Tkachuk,Drake Batherson,0.34,12,16,Brady Tkachuk-Drake Batherson
WSH,John Carlson,Tom Wilson,0.34,9,9,John Carlson-Tom Wilson
LAK,Kevin Fiala,Tanner Jeannot,0.34,12,2,Kevin Fiala-Tanner Jeannot
STL,Brandon Saad,Matthew Kessel,0.34,5,1,Brandon Saad-Matthew Kessel
CAR,Andrei Svechnikov,Jackson Blake,0.34,12,6,Andrei Svechnikov-Jackson Blake
FLA,Carter Verhaeghe,Dmitry Kulikov,0.34,8,3,Carter Verhaeghe-Dmitry Kulikov
CAR,Dmitry Orlov,Jackson Blake,0.34,7,6,Dmitry Orlov-Jackson Blake
