Team,Player A,Player B,Correlation,Total Points A,Total Points B,pair_id
WSH,Alexander Alexeyev,Connor McMichael,0.09,3,33,Alexander Alexeyev-Connor McMichael
MIN,Frederick Gaudreau,Kirill Kaprizov,0.09,15,96,Frederick Gaudreau-Kirill Kaprizov
MIN,Joel Eriksson Ek,Marcus Johansson,0.09,30,64,Joel Eriksson Ek-Marcus Johansson
PIT,Noel Acciari,Ryan Graves,0.09,7,14,Noel Acciari-Ryan Graves
WPG,Gabriel Vilardi,Nate Schmidt,0.09,36,14,Gabriel Vilardi-Nate Schmidt
MTL,David Savard,Juraj Slafkovsky,0.09,50,24,David Savard-Juraj Slafkovsky
BUF,Connor Clifton,Jordan Greenway,0.09,28,18,Connor Clifton-Jordan Greenway
BUF,Dylan Cozens,Peyton Krebs,0.09,17,47,Dylan Cozens-Peyton Krebs
BUF,Casey Mittelstadt,Rasmus Dahlin,0.09,59,57,Casey Mittelstadt-Rasmus Dahlin
MTL,Michael Pezzetta,Nick Suzuki,0.09,12,77,Michael Pezzetta-Nick Suzuki
WPG,Gabriel Vilardi,Neal Pionk,0.09,36,33,Gabriel Vilardi-Neal Pionk
CHI,Landon Slaggert,Seth Jones,0.09,4,31,Landon Slaggert-Seth Jones
OTT,Jakob Chychrun,Mark Kastelic,0.09,10,41,Jakob Chychrun-Mark Kastelic
WSH,Alexander Alexeyev,Nic Dowd,0.09,22,3,Alexander Alexeyev-Nic Dowd
EDM,Brett Kulak,Derek Ryan,0.09,12,16,Brett Kulak-Derek Ryan
WSH,Evgeny Kuznetsov,T.J. Oshie,0.09,24,25,Evgeny Kuznetsov-T.J. Oshie
PIT,Drew O'Connor,Sidney Crosby,0.09,94,33,Drew O'Connor-Sidney Crosby
OTT,Brady Tkachuk,Thomas Chabot,0.09,74,30,Brady Tkachuk-Thomas Chabot
NSH,Luke Evangelista,Ryan McDonagh,0.09,32,39,Luke Evangelista-Ryan McDonagh
TBL,Luke Glendening,Nikita Kucherov,0.09,11,144,Luke Glendening-Nikita Kucherov
COL,Kurtis MacDermid,Logan O'Connor,0.09,25,3,Kurtis MacDermid-Logan O'Connor
OTT,Mathieu Joseph,Travis Hamonic,0.09,35,6,Mathieu Joseph-Travis Hamonic
EDM,Darnell Nurse,Evan Bouchard,0.09,82,32,Darnell Nurse-Evan Bouchard
WPG,Nino Niederreiter,Rasmus Kupari,0.09,1,34,Nino Niederreiter-Rasmus Kupari
WSH,Alex Ovechkin,Alexander Alexeyev,0.09,65,3,Alex Ovechkin-Alexander Alexeyev
NYI,Hudson Fasching,Ryan Pulock,0.09,14,19,Hudson Fasching-Ryan Pulock
TOR,Conor Timmins,Morgan Rielly,0.09,58,10,Conor Timmins-Morgan Rielly
OTT,Artem Zub,Ridly Greig,0.09,25,26,Artem Zub-Ridly Greig
NYR,Braden Schneider,Vincent Trocheck,0.09,77,19,Braden Schneider-Vincent Trocheck
VGK,Keegan Kolesar,Nicolas Hague,0.09,18,12,Keegan Kolesar-Nicolas Hague
VGK,Ben Hutton,Jonas Rondbjerg,0.09,3,10,Ben Hutton-Jonas Rondbjerg
NYR,Barclay Goodrow,Ryan Lindgren,0.09,17,12,Barclay Goodrow-Ryan Lindgren
CGY,Andrei Kuzmenko,Noah Hanifin,0.09,46,47,Andrei Kuzmenko-Noah Hanifin
CBJ,Alexandre Texier,Ivan Provorov,0.09,32,30,Alexandre Texier-Ivan Provorov
MTL,Joel Armia,Nick Suzuki,0.09,25,77,Joel Armia-Nick Suzuki
CGY,Andrew Mangiapane,Noah Hanifin,0.09,47,40,Andrew Mangiapane-Noah Hanifin
PHI,Travis Konecny,Travis Sanheim,0.09,68,44,Travis Konecny-Travis Sanheim
NSH,Colton Sissons,Ryan McDonagh,0.09,32,35,Colton Sissons-Ryan McDonagh
COL,Ross Colton,Samuel Girard,0.09,40,18,Ross Colton-Samuel Girard
SJS,Collin Graf,Luke Kunin,0.09,2,18,Collin Graf-Luke Kunin
MIN,Declan Chisholm,Marat Khusnutdinov,0.09,4,9,Declan Chisholm-Marat Khusnutdinov
LAK,Alex Laferriere,Andreas Englund,0.09,23,10,Alex Laferriere-Andreas Englund
LAK,Jacob Moverare,Quinton Byfield,0.09,55,1,Jacob Moverare-Quinton Byfield
LAK,Alex Laferriere,Vladislav Gavrikov,0.09,23,23,Alex Laferriere-Vladislav Gavrikov
BOS,Brad Marchand,Morgan Geekie,0.09,39,67,Brad Marchand-Morgan Geekie
MTL,Alex Newhook,Nick Suzuki,0.09,34,77,Alex Newhook-Nick Suzuki
NJD,Jonas Siegenthaler,Nathan Bastian,0.09,12,9,Jonas Siegenthaler-Nathan Bastian
FLA,Evan Rodrigues,Niko Mikkola,0.09,39,17,Evan Rodrigues-Niko Mikkola
NYI,Bo Horvat,Scott Mayfield,0.09,68,5,Bo Horvat-Scott Mayfield
NYI,Alexander Romanov,Bo Horvat,0.09,68,22,Alexander Romanov-Bo Horvat
NYI,Bo Horvat,Simon Holmstrom,0.09,25,68,Bo Horvat-Simon Holmstrom
MIN,Brock Faber,Zach Bogosian,0.09,14,47,Brock Faber-Zach Bogosian
MIN,Joel Eriksson Ek,Jon Merrill,0.09,11,64,Joel Eriksson Ek-Jon Merrill
BOS,Charlie Coyle,Mason Lohrei,0.09,60,13,Charlie Coyle-Mason Lohrei
NJD,Dougie Hamilton,Nathan Bastian,0.09,12,16,Dougie Hamilton-Nathan Bastian
MIN,Marco Rossi,Marcus Foligno,0.09,22,40,Marco Rossi-Marcus Foligno
PIT,Erik Karlsson,Reilly Smith,0.09,40,56,Erik Karlsson-Reilly Smith
PIT,Bryan Rust,Erik Karlsson,0.09,56,56,Bryan Rust-Erik Karlsson
DET,Lucas Raymond,Robby Fabbri,0.09,32,72,Lucas Raymond-Robby Fabbri
FLA,Aaron Ekblad,Gustav Forsling,0.09,18,39,Aaron Ekblad-Gustav Forsling
LAK,Adrian Kempe,Carl Grundstrom,0.09,75,12,Adrian Kempe-Carl Grundstrom
MTL,Jordan Harris,Rafael Harvey-Pinard,0.09,10,14,Jordan Harris-Rafael Harvey-Pinard
ANA,Alex Killorn,Isac Lundestrom,0.09,36,11,Alex Killorn-Isac Lundestrom
NJD,Alexander Holtz,Dougie Hamilton,0.09,16,28,Alexander Holtz-Dougie Hamilton
PHI,Nick Seeler,Owen Tippett,0.09,13,53,Nick Seeler-Owen Tippett
CBJ,Dmitri Voronkov,Ivan Provorov,0.09,34,32,Dmitri Voronkov-Ivan Provorov
SEA,Matty Beniers,Vince Dunn,0.09,37,46,Matty Beniers-Vince Dunn
CGY,Nick DeSimone,Noah Hanifin,0.09,7,47,Nick DeSimone-Noah Hanifin
CGY,Ilya Solovyov,Nazem Kadri,0.09,75,3,Ilya Solovyov-Nazem Kadri
CHI,Alex Vlasic,Connor Bedard,0.08,61,16,Alex Vlasic-Connor Bedard
NYI,Bo Horvat,Kyle Palmieri,0.08,68,54,Bo Horvat-Kyle Palmieri
CHI,Alex Vlasic,Ryan Donato,0.08,30,16,Alex Vlasic-Ryan Donato
VGK,Brayden McNabb,Nicolas Hague,0.08,12,26,Brayden McNabb-Nicolas Hague
VGK,Ben Hutton,Nicolas Roy,0.08,41,10,Ben Hutton-Nicolas Roy
DET,Dylan Larkin,Patrick Kane,0.08,47,69,Dylan Larkin-Patrick Kane
NYR,Vincent Trocheck,Will Cuylle,0.08,21,77,Vincent Trocheck-Will Cuylle
VGK,Alex Pietrangelo,Zach Whitecloud,0.08,33,14,Alex Pietrangelo-Zach Whitecloud
VGK,Shea Theodore,Zach Whitecloud,0.08,14,42,Shea Theodore-Zach Whitecloud
BOS,John Beecher,Parker Wotherspoon,0.08,10,8,John Beecher-Parker Wotherspoon
NJD,Alexander Holtz,Ondrej Palat,0.08,31,28,Alexander Holtz-Ondrej Palat
MTL,Brendan Gallagher,Kaiden Guhle,0.08,31,22,Brendan Gallagher-Kaiden Guhle
ANA,Alex Killorn,Frank Vatrano,0.08,36,60,Alex Killorn-Frank Vatrano
FLA,Evan Rodrigues,Sam Bennett,0.08,41,39,Evan Rodrigues-Sam Bennett
PIT,Erik Karlsson,Jake Guentzel,0.08,56,77,Erik Karlsson-Jake Guentzel
NSH,Gustav Nyquist,Jeremy Lauzon,0.08,75,14,Gustav Nyquist-Jeremy Lauzon
NSH,Cole Smith,Gustav Nyquist,0.08,75,23,Cole Smith-Gustav Nyquist
NSH,Ryan O'Reilly,Tommy Novak,0.08,45,69,Ryan O'Reilly-Tommy Novak
NSH,Gustav Nyquist,Luke Evangelista,0.08,39,75,Gustav Nyquist-Luke Evangelista
CAR,Jack Drury,Jordan Staal,0.08,27,30,Jack Drury-Jordan Staal
FLA,Eetu Luostarinen,Sam Reinhart,0.08,27,94,Eetu Luostarinen-Sam Reinhart
SEA,Vince Dunn,Yanni Gourde,0.08,33,46,Vince Dunn-Yanni Gourde
BOS,Brad Marchand,Hampus Lindholm,0.08,67,26,Brad Marchand-Hampus Lindholm
NYI,Alexander Romanov,Jean-Gabriel Pageau,0.08,33,22,Alexander Romanov-Jean-Gabriel Pageau
BOS,David Pastrnak,Mason Lohrei,0.08,110,13,David Pastrnak-Mason Lohrei
NYI,Alexander Romanov,Kyle Palmieri,0.08,54,22,Alexander Romanov-Kyle Palmieri
BOS,Charlie McAvoy,Pavel Zacha,0.08,59,47,Charlie McAvoy-Pavel Zacha
MIN,Jon Merrill,Matt Boldy,0.08,11,69,Jon Merrill-Matt Boldy
MIN,Declan Chisholm,Jon Merrill,0.08,9,11,Declan Chisholm-Jon Merrill
MIN,Brock Faber,Marcus Johansson,0.08,30,47,Brock Faber-Marcus Johansson
MIN,Connor Dewar,Ryan Hartman,0.08,45,19,Connor Dewar-Ryan Hartman
MIN,Connor Dewar,Frederick Gaudreau,0.08,15,19,Connor Dewar-Frederick Gaudreau
BOS,Jakub Lauko,Parker Wotherspoon,0.08,8,10,Jakub Lauko-Parker Wotherspoon
LAK,Phillip Danault,Pierre-Luc Dubois,0.08,47,40,Phillip Danault-Pierre-Luc Dubois
SEA,Brandon Tanev,Eeli Tolvanen,0.08,16,41,Brandon Tanev-Eeli Tolvanen
SEA,Jordan Eberle,Oliver Bjorkstrand,0.08,59,44,Jordan Eberle-Oliver Bjorkstrand
COL,Bowen Byram,Logan O'Connor,0.08,29,25,Bowen Byram-Logan O'Connor
DAL,Roope Hintz,Wyatt Johnston,0.08,65,65,Roope Hintz-Wyatt Johnston
PHI,Joel Farabee,Rasmus Ristolainen,0.08,50,4,Joel Farabee-Rasmus Ristolainen
TOR,Morgan Rielly,William Nylander,0.08,98,58,Morgan Rielly-William Nylander
WPG,Dylan Samberg,Nikolaj Ehlers,0.08,61,18,Dylan Samberg-Nikolaj Ehlers
CGY,MacKenzie Weegar,Rasmus Andersson,0.08,39,52,MacKenzie Weegar-Rasmus Andersson
SEA,Eeli Tolvanen,Jordan Eberle,0.08,44,41,Eeli Tolvanen-Jordan Eberle
WPG,Cole Perfetti,Nikolaj Ehlers,0.08,61,38,Cole Perfetti-Nikolaj Ehlers
NYR,Braden Schneider,Chris Kreider,0.08,75,19,Braden Schneider-Chris Kreider
NYI,Mathew Barzal,Scott Mayfield,0.08,80,5,Mathew Barzal-Scott Mayfield
WPG,Mason Appleton,Neal Pionk,0.08,36,33,Mason Appleton-Neal Pionk
VAN,Filip Hronek,Nils Aman,0.08,7,48,Filip Hronek-Nils Aman
VAN,Elias Pettersson,Nils Aman,0.08,7,89,Elias Pettersson-Nils Aman
NYR,Ryan Lindgren,Vincent Trocheck,0.08,77,17,Ryan Lindgren-Vincent Trocheck
NYR,Barclay Goodrow,Braden Schneider,0.08,19,12,Barclay Goodrow-Braden Schneider
VGK,Alex Pietrangelo,Nicolas Roy,0.08,41,33,Alex Pietrangelo-Nicolas Roy
CGY,Daniil Miromanov,Martin Pospisil,0.08,24,7,Daniil Miromanov-Martin Pospisil
EDM,Cody Ceci,Ryan Nugent-Hopkins,0.08,67,25,Cody Ceci-Ryan Nugent-Hopkins
STL,Nick Leddy,Oskar Sundqvist,0.08,21,28,Nick Leddy-Oskar Sundqvist
STL,Alexey Toropchenko,Jordan Kyrou,0.08,67,21,Alexey Toropchenko-Jordan Kyrou
STL,Brayden Schenn,Nikita Alexandrov,0.08,2,46,Brayden Schenn-Nikita Alexandrov
STL,Brandon Saad,Kevin Hayes,0.08,29,42,Brandon Saad-Kevin Hayes
TBL,Brandon Hagel,Victor Hedman,0.08,75,76,Brandon Hagel-Victor Hedman
SJS,Marc-Edouard Vlasic,William Eklund,0.08,45,12,Marc-Edouard Vlasic-William Eklund
EDM,Cody Ceci,Derek Ryan,0.08,12,25,Cody Ceci-Derek Ryan
STL,Alexey Toropchenko,Robert Thomas,0.08,86,21,Alexey Toropchenko-Robert Thomas
OTT,Claude Giroux,Drake Batherson,0.08,66,64,Claude Giroux-Drake Batherson
CHI,Connor Murphy,Seth Jones,0.08,31,8,Connor Murphy-Seth Jones
WSH,John Carlson,Nicklas Backstrom,0.08,1,52,John Carlson-Nicklas Backstrom
STL,Robert Thomas,Scott Perunovich,0.08,86,17,Robert Thomas-Scott Perunovich
WPG,Logan Stanley,Mark Scheifele,0.08,2,72,Logan Stanley-Mark Scheifele
STL,Jake Neighbours,Scott Perunovich,0.07,38,17,Jake Neighbours-Scott Perunovich
CGY,Connor Zary,Mikael Backlund,0.07,39,34,Connor Zary-Mikael Backlund
STL,Brandon Saad,Robert Thomas,0.07,42,86,Brandon Saad-Robert Thomas
LAK,Andreas Englund,Vladislav Gavrikov,0.07,10,23,Andreas Englund-Vladislav Gavrikov
NYI,Pierre Engvall,Ryan Pulock,0.07,28,19,Pierre Engvall-Ryan Pulock
VGK,Kaedan Korczak,Nicolas Roy,0.07,41,9,Kaedan Korczak-Nicolas Roy
NJD,Jesper Bratt,Kurtis MacDermid,0.07,83,3,Jesper Bratt-Kurtis MacDermid
NJD,Nathan Bastian,Simon Nemec,0.07,12,19,Nathan Bastian-Simon Nemec
OTT,Ridly Greig,Zack MacEwen,0.07,26,3,Ridly Greig-Zack MacEwen
LAK,Jordan Spence,Trevor Moore,0.07,57,24,Jordan Spence-Trevor Moore
NYR,Kaapo Kakko,Vincent Trocheck,0.07,19,77,Kaapo Kakko-Vincent Trocheck
DAL,Jason Robertson,Thomas Harley,0.07,80,47,Jason Robertson-Thomas Harley
NYI,Kyle Palmieri,Pierre Engvall,0.07,28,54,Kyle Palmieri-Pierre Engvall
WSH,Beck Malenstyn,Trevor van Riemsdyk,0.07,21,14,Beck Malenstyn-Trevor van Riemsdyk
WPG,Gabriel Vilardi,Rasmus Kupari,0.07,1,36,Gabriel Vilardi-Rasmus Kupari
NYR,Mika Zibanejad,Zac Jones,0.07,72,9,Mika Zibanejad-Zac Jones
DET,Klim Kostin,Robby Fabbri,0.07,32,14,Klim Kostin-Robby Fabbri
NYI,Mathew Barzal,Ryan Pulock,0.07,80,19,Mathew Barzal-Ryan Pulock
COL,Mikko Rantanen,Ryan Johansen,0.07,104,23,Mikko Rantanen-Ryan Johansen
NYR,Alexis Lafrenière,K'Andre Miller,0.07,57,30,Alexis Lafrenière-K'Andre Miller
VAN,Brock Boeser,Noah Juulsen,0.07,73,7,Brock Boeser-Noah Juulsen
BUF,Connor Clifton,Jack Quinn,0.07,19,18,Connor Clifton-Jack Quinn
BUF,Connor Clifton,Rasmus Dahlin,0.07,18,59,Connor Clifton-Rasmus Dahlin
ANA,Jamie Drysdale,Trevor Zegras,0.07,15,10,Jamie Drysdale-Trevor Zegras
VGK,Brett Howden,Shea Theodore,0.07,19,42,Brett Howden-Shea Theodore
LAK,Anze Kopitar,Pierre-Luc Dubois,0.07,70,40,Anze Kopitar-Pierre-Luc Dubois
VGK,Jack Eichel,William Karlsson,0.07,68,60,Jack Eichel-William Karlsson
NSH,Michael McCarron,Tommy Novak,0.07,22,45,Michael McCarron-Tommy Novak
CBJ,Adam Fantilli,Andrew Peeke,0.07,10,27,Adam Fantilli-Andrew Peeke
NSH,Dante Fabbro,Filip Forsberg,0.07,94,13,Dante Fabbro-Filip Forsberg
NSH,Luke Evangelista,Roman Josi,0.07,39,85,Luke Evangelista-Roman Josi
NYR,Adam Fox,Braden Schneider,0.07,73,19,Adam Fox-Braden Schneider
TBL,Anthony Cirelli,Victor Hedman,0.07,45,76,Anthony Cirelli-Victor Hedman
VAN,Noah Juulsen,Tyler Myers,0.07,7,29,Noah Juulsen-Tyler Myers
TBL,Conor Sheary,Victor Hedman,0.07,15,76,Conor Sheary-Victor Hedman
CHI,Kevin Korchinski,Nick Foligno,0.07,37,15,Kevin Korchinski-Nick Foligno
FLA,Aaron Ekblad,Jonah Gadjovich,0.07,4,18,Aaron Ekblad-Jonah Gadjovich
VGK,Jonas Rondbjerg,Paul Cotter,0.07,25,3,Jonas Rondbjerg-Paul Cotter
ANA,Alex Killorn,Radko Gudas,0.07,36,18,Alex Killorn-Radko Gudas
CBJ,Erik Gudbranson,Kent Johnson,0.07,16,26,Erik Gudbranson-Kent Johnson
EDM,Brett Kulak,Darnell Nurse,0.07,16,32,Brett Kulak-Darnell Nurse
CBJ,Adam Fantilli,Dmitri Voronkov,0.07,27,34,Adam Fantilli-Dmitri Voronkov
VGK,Ivan Barbashev,Shea Theodore,0.07,45,42,Ivan Barbashev-Shea Theodore
CAR,Brent Burns,Martin Necas,0.07,53,43,Brent Burns-Martin Necas
MTL,Christian Dvorak,Cole Caufield,0.07,65,9,Christian Dvorak-Cole Caufield
CBJ,Justin Danforth,Mathieu Olivier,0.07,26,12,Justin Danforth-Mathieu Olivier
PHI,Nick Seeler,Nicolas Deslauriers,0.07,4,13,Nick Seeler-Nicolas Deslauriers
PHI,Jamie Drysdale,Joel Farabee,0.07,50,10,Jamie Drysdale-Joel Farabee
PHI,Joel Farabee,Travis Sanheim,0.07,50,44,Joel Farabee-Travis Sanheim
CBJ,Boone Jenner,Yegor Chinakhov,0.07,29,35,Boone Jenner-Yegor Chinakhov
ANA,Isac Lundestrom,Mason McTavish,0.07,11,42,Isac Lundestrom-Mason McTavish
TBL,Brandon Hagel,Michael Eyssimont,0.07,25,75,Brandon Hagel-Michael Eyssimont
PHI,Egor Zamula,Travis Konecny,0.07,21,68,Egor Zamula-Travis Konecny
DAL,Evgenii Dadonov,Thomas Harley,0.07,23,47,Evgenii Dadonov-Thomas Harley
DAL,Roope Hintz,Thomas Harley,0.07,65,47,Roope Hintz-Thomas Harley
DAL,Miro Heiskanen,Radek Faksa,0.07,19,54,Miro Heiskanen-Radek Faksa
COL,Artturi Lehkonen,Mikko Rantanen,0.07,34,104,Artturi Lehkonen-Mikko Rantanen
COL,Logan O'Connor,Ryan Johansen,0.07,25,23,Logan O'Connor-Ryan Johansen
CBJ,Damon Severson,Ivan Provorov,0.07,32,28,Damon Severson-Ivan Provorov
SEA,Jordan Eberle,Vince Dunn,0.07,44,46,Jordan Eberle-Vince Dunn
SEA,Jared McCann,Matty Beniers,0.07,37,62,Jared McCann-Matty Beniers
TOR,Auston Matthews,Pontus Holmberg,0.07,17,107,Auston Matthews-Pontus Holmberg
TBL,Brandon Hagel,Erik Cernak,0.07,75,13,Brandon Hagel-Erik Cernak
CAR,Andrei Svechnikov,Brendan Lemieux,0.07,5,52,Andrei Svechnikov-Brendan Lemieux
CAR,Andrei Svechnikov,Jack Drury,0.07,27,52,Andrei Svechnikov-Jack Drury
PHI,Morgan Frost,Nick Seeler,0.07,41,13,Morgan Frost-Nick Seeler
PIT,Erik Karlsson,Lars Eller,0.07,31,56,Erik Karlsson-Lars Eller
MTL,David Savard,Mike Matheson,0.07,62,24,David Savard-Mike Matheson
CHI,Connor Bedard,Kevin Korchinski,0.07,61,15,Connor Bedard-Kevin Korchinski
CHI,Jason Dickinson,Nick Foligno,0.07,35,37,Jason Dickinson-Nick Foligno
WSH,Alexander Alexeyev,Nick Jensen,0.07,3,14,Alexander Alexeyev-Nick Jensen
NYI,Noah Dobson,Scott Mayfield,0.07,70,5,Noah Dobson-Scott Mayfield
WSH,Connor McMichael,John Carlson,0.07,52,33,Connor McMichael-John Carlson
SJS,Fabian Zetterlund,Klim Kostin,0.07,14,44,Fabian Zetterlund-Klim Kostin
OTT,Mark Kastelic,Ridly Greig,0.07,10,26,Mark Kastelic-Ridly Greig
CHI,Andreas Athanasiou,Ryan Donato,0.07,9,30,Andreas Athanasiou-Ryan Donato
WPG,Josh Morrissey,Nate Schmidt,0.07,69,14,Josh Morrissey-Nate Schmidt
VGK,Alex Pietrangelo,Ivan Barbashev,0.06,45,33,Alex Pietrangelo-Ivan Barbashev
TOR,Matthew Knies,Timothy Liljegren,0.06,35,23,Matthew Knies-Timothy Liljegren
VGK,Alex Pietrangelo,Brendan Brisson,0.06,8,33,Alex Pietrangelo-Brendan Brisson
STL,Kevin Hayes,Torey Krug,0.06,29,39,Kevin Hayes-Torey Krug
DAL,Esa Lindell,Joel Hanley,0.06,5,26,Esa Lindell-Joel Hanley
BUF,Casey Mittelstadt,JJ Peterka,0.06,50,57,Casey Mittelstadt-JJ Peterka
DET,Alex DeBrincat,Ben Chiarot,0.06,67,20,Alex DeBrincat-Ben Chiarot
VAN,Filip Hronek,Phillip Di Giuseppe,0.06,10,48,Filip Hronek-Phillip Di Giuseppe
EDM,Connor McDavid,Dylan Holloway,0.06,132,9,Connor McDavid-Dylan Holloway
TBL,Darren Raddysh,Mitchell Chaffee,0.06,7,33,Darren Raddysh-Mitchell Chaffee
TBL,Nick Perbix,Tanner Jeannot,0.06,14,24,Nick Perbix-Tanner Jeannot
SEA,Vince Dunn,Will Borgen,0.06,25,46,Vince Dunn-Will Borgen
SEA,Brian Dumoulin,Will Borgen,0.06,25,16,Brian Dumoulin-Will Borgen
CBJ,Andrew Peeke,Boone Jenner,0.06,10,35,Andrew Peeke-Boone Jenner
PHI,Joel Farabee,Noah Cates,0.06,18,50,Joel Farabee-Noah Cates
COL,Josh Manson,Mikko Rantanen,0.06,104,25,Josh Manson-Mikko Rantanen
VAN,Conor Garland,J.T. Miller,0.06,47,103,Conor Garland-J.T. Miller
NYI,Jean-Gabriel Pageau,Mathew Barzal,0.06,80,33,Jean-Gabriel Pageau-Mathew Barzal
VAN,Nils Hoglander,Pius Suter,0.06,36,29,Nils Hoglander-Pius Suter
PHI,Noah Cates,Tyson Foerster,0.06,18,33,Noah Cates-Tyson Foerster
WPG,Cole Perfetti,Vladislav Namestnikov,0.06,37,38,Cole Perfetti-Vladislav Namestnikov
COL,Miles Wood,Ryan Johansen,0.06,26,23,Miles Wood-Ryan Johansen
NJD,Dawson Mercer,Dougie Hamilton,0.06,33,16,Dawson Mercer-Dougie Hamilton
NYI,Anders Lee,Pierre Engvall,0.06,28,37,Anders Lee-Pierre Engvall
VGK,Keegan Kolesar,Noah Hanifin,0.06,18,47,Keegan Kolesar-Noah Hanifin
CGY,MacKenzie Weegar,Walker Duehr,0.06,7,52,MacKenzie Weegar-Walker Duehr
WSH,Alex Ovechkin,Beck Malenstyn,0.06,21,65,Alex Ovechkin-Beck Malenstyn
WPG,Dylan Samberg,Nino Niederreiter,0.06,18,34,Dylan Samberg-Nino Niederreiter
LAK,Kevin Fiala,Vladislav Gavrikov,0.06,73,23,Kevin Fiala-Vladislav Gavrikov
EDM,Derek Ryan,Ryan McLeod,0.06,30,12,Derek Ryan-Ryan McLeod
EDM,Leon Draisaitl,Ryan McLeod,0.06,30,106,Leon Draisaitl-Ryan McLeod
CAR,Andrei Svechnikov,Jake Guentzel,0.06,52,77,Andrei Svechnikov-Jake Guentzel
NYI,Casey Cizikas,Simon Holmstrom,0.06,23,25,Casey Cizikas-Simon Holmstrom
NYR,Artemi Panarin,Filip Chytil,0.06,6,120,Artemi Panarin-Filip Chytil
NYI,Hudson Fasching,Samuel Bolduc,0.06,14,5,Hudson Fasching-Samuel Bolduc
NYI,Hudson Fasching,Noah Dobson,0.06,14,70,Hudson Fasching-Noah Dobson
EDM,Mattias Ekholm,Zach Hyman,0.06,77,45,Mattias Ekholm-Zach Hyman
BOS,Brad Marchand,Mason Lohrei,0.06,67,13,Brad Marchand-Mason Lohrei
LAK,Brandt Clarke,Trevor Moore,0.06,57,6,Brandt Clarke-Trevor Moore
STL,Colton Parayko,Jake Neighbours,0.06,38,26,Colton Parayko-Jake Neighbours
STL,Brayden Schenn,Nick Leddy,0.06,46,28,Brayden Schenn-Nick Leddy
STL,Brandon Saad,Torey Krug,0.06,42,39,Brandon Saad-Torey Krug
VGK,Alex Pietrangelo,Mark Stone,0.06,53,33,Alex Pietrangelo-Mark Stone
MTL,Arber Xhekaj,Jake Evans,0.06,28,10,Arber Xhekaj-Jake Evans
CGY,Jonathan Huberdeau,Martin Pospisil,0.06,52,24,Jonathan Huberdeau-Martin Pospisil
NJD,Curtis Lazar,Timo Meier,0.06,25,52,Curtis Lazar-Timo Meier
WPG,Dylan DeMelo,Neal Pionk,0.06,31,33,Dylan DeMelo-Neal Pionk
BUF,Peyton Krebs,Rasmus Dahlin,0.06,17,59,Peyton Krebs-Rasmus Dahlin
PIT,Marcus Pettersson,Michael Bunting,0.06,55,30,Marcus Pettersson-Michael Bunting
CHI,Jason Dickinson,Kevin Korchinski,0.06,35,15,Jason Dickinson-Kevin Korchinski
SJS,Klim Kostin,Luke Kunin,0.06,14,18,Klim Kostin-Luke Kunin
OTT,Brady Tkachuk,Jakob Chychrun,0.06,74,41,Brady Tkachuk-Jakob Chychrun
VGK,Brayden Pachal,Jack Eichel,0.06,7,68,Brayden Pachal-Jack Eichel
PHI,Owen Tippett,Scott Laughton,0.06,39,53,Owen Tippett-Scott Laughton
PHI,Garnet Hathaway,Nick Seeler,0.06,17,13,Garnet Hathaway-Nick Seeler
PHI,Garnet Hathaway,Owen Tippett,0.06,17,53,Garnet Hathaway-Owen Tippett
WSH,Alexander Alexeyev,Sonny Milano,0.06,3,23,Alexander Alexeyev-Sonny Milano
CAR,Dmitry Orlov,Jack Drury,0.06,27,26,Dmitry Orlov-Jack Drury
TBL,Brandon Hagel,Brayden Point,0.06,75,90,Brandon Hagel-Brayden Point
SEA,Adam Larsson,Yanni Gourde,0.06,33,18,Adam Larsson-Yanni Gourde
TBL,Erik Cernak,Nikita Kucherov,0.06,144,13,Erik Cernak-Nikita Kucherov
FLA,Eetu Luostarinen,Gustav Forsling,0.06,27,39,Eetu Luostarinen-Gustav Forsling
FLA,Aaron Ekblad,Matthew Tkachuk,0.06,88,18,Aaron Ekblad-Matthew Tkachuk
SJS,Givani Smith,Jan Rutta,0.06,4,19,Givani Smith-Jan Rutta
TOR,Calle Jarnkrok,Nicholas Robertson,0.06,21,27,Calle Jarnkrok-Nicholas Robertson
SJS,Kyle Burroughs,William Eklund,0.06,8,45,Kyle Burroughs-William Eklund
PHI,Owen Tippett,Tyson Foerster,0.06,33,53,Owen Tippett-Tyson Foerster
TBL,Conor Sheary,Nick Perbix,0.06,15,24,Conor Sheary-Nick Perbix
CAR,Jack Drury,Michael Bunting,0.06,27,55,Jack Drury-Michael Bunting
CAR,Brendan Lemieux,Jesper Fast,0.06,19,5,Brendan Lemieux-Jesper Fast
PHI,Cam York,Egor Zamula,0.06,30,21,Cam York-Egor Zamula
DAL,Mason Marchment,Roope Hintz,0.06,65,53,Mason Marchment-Roope Hintz
MTL,Cole Caufield,Johnathan Kovacevic,0.06,65,13,Cole Caufield-Johnathan Kovacevic
CGY,Andrew Mangiapane,Connor Zary,0.06,34,40,Andrew Mangiapane-Connor Zary
NSH,Dante Fabbro,Mark Jankowski,0.06,15,13,Dante Fabbro-Mark Jankowski
ANA,Ryan Strome,Trevor Zegras,0.06,41,15,Ryan Strome-Trevor Zegras
MTL,Brendan Gallagher,Cole Caufield,0.06,65,31,Brendan Gallagher-Cole Caufield
