Team,Player A,Player B,Correlation,Total Points A,Total Points B,pair_id
VAN,Andrei Kuzmenko,Mark Friedman,0.43,46,1,Andrei Kuzmenko-Mark Friedman
NYR,Barclay Goodrow,Matt Rempe,0.43,2,12,Barclay Goodrow-Matt Rempe
OTT,Artem Zub,Shane Pinto,0.43,25,27,Artem Zub-Shane Pinto
BOS,Jakub Lauko,Morgan Geekie,0.43,39,10,Jakub Lauko-Morgan Geekie
LAK,Adrian Kempe,Drew Doughty,0.43,75,50,Adrian Kempe-Drew Doughty
SJS,Givani Smith,Luke Kunin,0.43,18,4,Givani Smith-Luke Kunin
STL,Alexey Toropchenko,Nathan Walker,0.43,21,13,Alexey Toropchenko-Nathan Walker
OTT,Jacob Bernard-Docker,Zack MacEwen,0.43,3,14,Jacob Bernard-Docker-Zack MacEwen
SEA,Andre Burakovsky,Tye Kartye,0.43,16,20,Andre Burakovsky-Tye Kartye
SEA,Oliver Bjorkstrand,Yanni Gourde,0.43,59,33,Oliver Bjorkstrand-Yanni Gourde
CGY,Martin Pospisil,Nazem Kadri,0.43,75,24,Martin Pospisil-Nazem Kadri
ANA,Alex Killorn,Troy Terry,0.43,36,54,Alex Killorn-Troy Terry
BUF,Jack Quinn,Zach Benson,0.43,30,19,Jack Quinn-Zach Benson
DAL,Ty Dellandrea,Tyler Seguin,0.43,52,9,Ty Dellandrea-Tyler Seguin
SEA,Jared McCann,Jordan Eberle,0.43,44,62,Jared McCann-Jordan Eberle
NSH,Filip Forsberg,Ryan O'Reilly,0.43,94,69,Filip Forsberg-Ryan O'Reilly
VGK,Jack Eichel,Jonas Rondbjerg,0.43,68,3,Jack Eichel-Jonas Rondbjerg
WSH,Aliaksei Protas,Connor McMichael,0.43,33,29,Aliaksei Protas-Connor McMichael
VAN,Elias Pettersson,Mark Friedman,0.42,89,1,Elias Pettersson-Mark Friedman
CBJ,Kent Johnson,Zach Werenski,0.42,16,57,Kent Johnson-Zach Werenski
OTT,Drake Batherson,Tim Stützle,0.42,66,70,Drake Batherson-Tim Stützle
CGY,Joel Hanley,Yegor Sharangovich,0.42,59,5,Joel Hanley-Yegor Sharangovich
TBL,Darren Raddysh,Michael Eyssimont,0.42,25,33,Darren Raddysh-Michael Eyssimont
SEA,Brandon Tanev,Yanni Gourde,0.42,33,16,Brandon Tanev-Yanni Gourde
WSH,Aliaksei Protas,Michael Sgarbossa,0.42,29,7,Aliaksei Protas-Michael Sgarbossa
CAR,Andrei Svechnikov,Brent Burns,0.42,52,43,Andrei Svechnikov-Brent Burns
MTL,Christian Dvorak,Josh Anderson,0.42,20,9,Christian Dvorak-Josh Anderson
BUF,Henri Jokiharju,Owen Power,0.42,20,33,Henri Jokiharju-Owen Power
SJS,Jan Rutta,Nico Sturm,0.42,13,19,Jan Rutta-Nico Sturm
EDM,Connor McDavid,Leon Draisaitl,0.42,106,132,Connor McDavid-Leon Draisaitl
COL,Artturi Lehkonen,Chris Wagner,0.42,34,2,Artturi Lehkonen-Chris Wagner
COL,Artturi Lehkonen,Logan O'Connor,0.42,34,25,Artturi Lehkonen-Logan O'Connor
OTT,Jakob Chychrun,Zack MacEwen,0.42,3,41,Jakob Chychrun-Zack MacEwen
NYR,Barclay Goodrow,Jimmy Vesey,0.42,26,12,Barclay Goodrow-Jimmy Vesey
SJS,Givani Smith,Thomas Bordeleau,0.42,11,4,Givani Smith-Thomas Bordeleau
CBJ,Cole Sillinger,Sean Kuraly,0.42,18,32,Cole Sillinger-Sean Kuraly
ANA,Jamie Drysdale,Troy Terry,0.42,54,10,Jamie Drysdale-Troy Terry
CBJ,Andrew Peeke,Kent Johnson,0.42,10,16,Andrew Peeke-Kent Johnson
CAR,Evgeny Kuznetsov,Martin Necas,0.42,24,53,Evgeny Kuznetsov-Martin Necas
CHI,Connor Murphy,Taylor Hall,0.41,4,8,Connor Murphy-Taylor Hall
BOS,Hampus Lindholm,Ian Mitchell,0.41,26,2,Hampus Lindholm-Ian Mitchell
CHI,Jason Dickinson,Seth Jones,0.41,35,31,Jason Dickinson-Seth Jones
WPG,Gabriel Vilardi,Kyle Connor,0.41,61,36,Gabriel Vilardi-Kyle Connor
TOR,David Kampf,Simon Benoit,0.41,19,5,David Kampf-Simon Benoit
MIN,Jonas Brodin,Marat Khusnutdinov,0.41,4,27,Jonas Brodin-Marat Khusnutdinov
WSH,Alex Ovechkin,Dylan Strome,0.41,65,67,Alex Ovechkin-Dylan Strome
BOS,Ian Mitchell,Mason Lohrei,0.41,13,2,Ian Mitchell-Mason Lohrei
BOS,Ian Mitchell,John Beecher,0.41,10,2,Ian Mitchell-John Beecher
SEA,Brandon Tanev,Tye Kartye,0.41,20,16,Brandon Tanev-Tye Kartye
TOR,David Kampf,Ryan Reaves,0.41,19,6,David Kampf-Ryan Reaves
VGK,Brayden McNabb,Jack Eichel,0.41,68,26,Brayden McNabb-Jack Eichel
WPG,Morgan Barron,Rasmus Kupari,0.41,18,1,Morgan Barron-Rasmus Kupari
BOS,David Pastrnak,Pavel Zacha,0.41,110,59,David Pastrnak-Pavel Zacha
FLA,Gustav Forsling,Matthew Tkachuk,0.41,88,39,Gustav Forsling-Matthew Tkachuk
CGY,Dryden Hunt,Yegor Sharangovich,0.41,8,59,Dryden Hunt-Yegor Sharangovich
BUF,Alex Tuch,Connor Clifton,0.41,59,18,Alex Tuch-Connor Clifton
EDM,Connor McDavid,Ryan Nugent-Hopkins,0.4,132,67,Connor McDavid-Ryan Nugent-Hopkins
VGK,Kaedan Korczak,Keegan Kolesar,0.4,18,9,Kaedan Korczak-Keegan Kolesar
NYR,Artemi Panarin,Vincent Trocheck,0.4,120,77,Artemi Panarin-Vincent Trocheck
EDM,Connor McDavid,Zach Hyman,0.4,77,132,Connor McDavid-Zach Hyman
ANA,Alex Killorn,Jackson LaCombe,0.4,36,17,Alex Killorn-Jackson LaCombe
NYR,Chris Kreider,Mika Zibanejad,0.4,75,72,Chris Kreider-Mika Zibanejad
OTT,Mathieu Joseph,Tim Stützle,0.4,35,70,Mathieu Joseph-Tim Stützle
LAK,Arthur Kaliyev,Trevor Moore,0.4,15,57,Arthur Kaliyev-Trevor Moore
SJS,Justin Bailey,Nico Sturm,0.4,14,13,Justin Bailey-Nico Sturm
WSH,Sonny Milano,Trevor van Riemsdyk,0.4,14,23,Sonny Milano-Trevor van Riemsdyk
CAR,Jake Guentzel,Seth Jarvis,0.4,67,77,Jake Guentzel-Seth Jarvis
MIN,Frederick Gaudreau,Marcus Foligno,0.4,15,22,Frederick Gaudreau-Marcus Foligno
PHI,Morgan Frost,Owen Tippett,0.4,41,53,Morgan Frost-Owen Tippett
CAR,Evgeny Kuznetsov,Sebastian Aho,0.4,89,24,Evgeny Kuznetsov-Sebastian Aho
NJD,Jesper Bratt,Luke Hughes,0.4,83,47,Jesper Bratt-Luke Hughes
TOR,Bobby McMann,Simon Benoit,0.4,24,5,Bobby McMann-Simon Benoit
WPG,Gabriel Vilardi,Nikolaj Ehlers,0.4,61,36,Gabriel Vilardi-Nikolaj Ehlers
SJS,Matt Benning,Ty Emberson,0.4,2,10,Matt Benning-Ty Emberson
COL,Casey Mittelstadt,Josh Manson,0.4,57,25,Casey Mittelstadt-Josh Manson
DAL,Jamie Benn,Logan Stankoven,0.4,60,14,Jamie Benn-Logan Stankoven
BUF,Bowen Byram,Jordan Greenway,0.4,28,29,Bowen Byram-Jordan Greenway
CGY,Kevin Rooney,Noah Hanifin,0.39,4,47,Kevin Rooney-Noah Hanifin
VAN,Elias Pettersson,Filip Hronek,0.39,89,48,Elias Pettersson-Filip Hronek
BOS,Andrew Peeke,Morgan Geekie,0.39,39,10,Andrew Peeke-Morgan Geekie
CAR,Evgeny Kuznetsov,Jalen Chatfield,0.39,24,22,Evgeny Kuznetsov-Jalen Chatfield
COL,Bowen Byram,Ross Colton,0.39,29,40,Bowen Byram-Ross Colton
VGK,Jack Eichel,Shea Theodore,0.39,68,42,Jack Eichel-Shea Theodore
VGK,Mark Stone,William Karlsson,0.39,60,53,Mark Stone-William Karlsson
VGK,Mark Stone,Shea Theodore,0.39,53,42,Mark Stone-Shea Theodore
SJS,Tomas Hertl,William Eklund,0.39,45,38,Tomas Hertl-William Eklund
FLA,Carter Verhaeghe,Gustav Forsling,0.39,72,39,Carter Verhaeghe-Gustav Forsling
MIN,Joel Eriksson Ek,Marat Khusnutdinov,0.39,4,64,Joel Eriksson Ek-Marat Khusnutdinov
OTT,Brady Tkachuk,Drake Batherson,0.39,66,74,Brady Tkachuk-Drake Batherson
PIT,John Ludvig,Lars Eller,0.39,31,5,John Ludvig-Lars Eller
PIT,Jake Guentzel,Rickard Rakell,0.39,37,77,Jake Guentzel-Rickard Rakell
NJD,Nick DeSimone,Simon Nemec,0.39,7,19,Nick DeSimone-Simon Nemec
NYR,Will Cuylle,Zac Jones,0.39,21,9,Will Cuylle-Zac Jones
NYR,Adam Edstrom,Barclay Goodrow,0.39,2,12,Adam Edstrom-Barclay Goodrow
ANA,Cam Fowler,Mason McTavish,0.39,42,39,Cam Fowler-Mason McTavish
MTL,Alex Newhook,Arber Xhekaj,0.38,34,10,Alex Newhook-Arber Xhekaj
LAK,Brandt Clarke,Quinton Byfield,0.38,55,6,Brandt Clarke-Quinton Byfield
SJS,Marc-Edouard Vlasic,Mikael Granlund,0.38,60,12,Marc-Edouard Vlasic-Mikael Granlund
CGY,Joel Hanley,Mikael Backlund,0.38,39,5,Joel Hanley-Mikael Backlund
CAR,Jake Guentzel,Jesperi Kotkaniemi,0.38,27,77,Jake Guentzel-Jesperi Kotkaniemi
NJD,Erik Haula,Kurtis MacDermid,0.38,35,3,Erik Haula-Kurtis MacDermid
NJD,Dougie Hamilton,Jesper Bratt,0.38,83,16,Dougie Hamilton-Jesper Bratt
NJD,Luke Hughes,Timo Meier,0.38,52,47,Luke Hughes-Timo Meier
DET,Jeff Petry,Simon Edvinsson,0.38,24,2,Jeff Petry-Simon Edvinsson
TBL,Nikita Kucherov,Victor Hedman,0.38,144,76,Nikita Kucherov-Victor Hedman
TBL,Michael Eyssimont,Nick Perbix,0.38,25,24,Michael Eyssimont-Nick Perbix
DET,Alex DeBrincat,Simon Edvinsson,0.38,67,2,Alex DeBrincat-Simon Edvinsson
CGY,Dryden Hunt,Joel Hanley,0.38,8,5,Dryden Hunt-Joel Hanley
ANA,Alex Killorn,Olen Zellweger,0.38,36,9,Alex Killorn-Olen Zellweger
MIN,Jake Middleton,Ryan Hartman,0.38,45,25,Jake Middleton-Ryan Hartman
CGY,Joel Hanley,Kevin Rooney,0.38,4,5,Joel Hanley-Kevin Rooney
CGY,Blake Coleman,Mikael Backlund,0.38,39,54,Blake Coleman-Mikael Backlund
STL,Brayden Schenn,Robert Thomas,0.38,46,86,Brayden Schenn-Robert Thomas
WSH,Evgeny Kuznetsov,Sonny Milano,0.38,24,23,Evgeny Kuznetsov-Sonny Milano
MTL,Mike Matheson,Nick Suzuki,0.38,77,62,Mike Matheson-Nick Suzuki
BUF,Dylan Cozens,Jordan Greenway,0.38,28,47,Dylan Cozens-Jordan Greenway
CGY,Blake Coleman,Joel Hanley,0.38,54,5,Blake Coleman-Joel Hanley
NYI,Jean-Gabriel Pageau,Simon Holmstrom,0.38,25,33,Jean-Gabriel Pageau-Simon Holmstrom
STL,Brayden Schenn,Jordan Kyrou,0.38,67,46,Brayden Schenn-Jordan Kyrou
PHI,Egor Zamula,Joel Farabee,0.38,50,21,Egor Zamula-Joel Farabee
TOR,John Tavares,William Nylander,0.38,98,65,John Tavares-William Nylander
MTL,Juraj Slafkovsky,Nick Suzuki,0.37,77,50,Juraj Slafkovsky-Nick Suzuki
WSH,Ethan Bear,Martin Fehervary,0.37,4,16,Ethan Bear-Martin Fehervary
BOS,John Beecher,Mason Lohrei,0.37,10,13,John Beecher-Mason Lohrei
NYI,Alexander Romanov,Oliver Wahlstrom,0.37,6,22,Alexander Romanov-Oliver Wahlstrom
NYR,Jonny Brodzinski,Kaapo Kakko,0.37,19,19,Jonny Brodzinski-Kaapo Kakko
WSH,Rasmus Sandin,Sonny Milano,0.37,23,23,Rasmus Sandin-Sonny Milano
CGY,Blake Coleman,Yegor Sharangovich,0.37,54,59,Blake Coleman-Yegor Sharangovich
ANA,Leo Carlsson,Troy Terry,0.37,29,54,Leo Carlsson-Troy Terry
WSH,Ethan Bear,Tom Wilson,0.37,35,4,Ethan Bear-Tom Wilson
EDM,Ryan Nugent-Hopkins,Zach Hyman,0.37,77,67,Ryan Nugent-Hopkins-Zach Hyman
NSH,Luke Evangelista,Tommy Novak,0.37,39,45,Luke Evangelista-Tommy Novak
NJD,Dougie Hamilton,Jack Hughes,0.37,74,16,Dougie Hamilton-Jack Hughes
VAN,Ilya Mikheyev,Nils Aman,0.37,31,7,Ilya Mikheyev-Nils Aman
NJD,Jack Hughes,Jesper Bratt,0.37,83,74,Jack Hughes-Jesper Bratt
VAN,Ilya Mikheyev,Phillip Di Giuseppe,0.37,31,10,Ilya Mikheyev-Phillip Di Giuseppe
CBJ,Andrew Peeke,Zach Werenski,0.37,10,57,Andrew Peeke-Zach Werenski
BUF,Jordan Greenway,Zach Benson,0.37,28,30,Jordan Greenway-Zach Benson
VAN,Andrei Kuzmenko,Quinn Hughes,0.37,46,92,Andrei Kuzmenko-Quinn Hughes
VAN,Nils Aman,Nils Hoglander,0.37,7,36,Nils Aman-Nils Hoglander
DAL,Jason Robertson,Roope Hintz,0.37,65,80,Jason Robertson-Roope Hintz
COL,Josh Manson,Logan O'Connor,0.37,25,25,Josh Manson-Logan O'Connor
NYI,Adam Pelech,Brock Nelson,0.37,69,16,Adam Pelech-Brock Nelson
OTT,Mark Kastelic,Shane Pinto,0.37,10,27,Mark Kastelic-Shane Pinto
OTT,Thomas Chabot,Zack MacEwen,0.37,3,30,Thomas Chabot-Zack MacEwen
CAR,Brendan Lemieux,Sebastian Aho,0.37,89,5,Brendan Lemieux-Sebastian Aho
SJS,Fabian Zetterlund,Nico Sturm,0.37,13,44,Fabian Zetterlund-Nico Sturm
CBJ,Johnny Gaudreau,Zach Werenski,0.37,60,57,Johnny Gaudreau-Zach Werenski
DAL,Evgenii Dadonov,Jamie Benn,0.37,60,23,Evgenii Dadonov-Jamie Benn
NJD,Jonas Siegenthaler,Simon Nemec,0.37,19,9,Jonas Siegenthaler-Simon Nemec
CBJ,Kirill Marchenko,Yegor Chinakhov,0.36,29,42,Kirill Marchenko-Yegor Chinakhov
DET,Andrew Copp,Dylan Larkin,0.36,33,69,Andrew Copp-Dylan Larkin
WPG,Morgan Barron,Vladislav Namestnikov,0.36,18,37,Morgan Barron-Vladislav Namestnikov
PIT,Marcus Pettersson,Rickard Rakell,0.36,37,30,Marcus Pettersson-Rickard Rakell
NYR,Alexis Lafrenière,Ryan Lindgren,0.36,57,17,Alexis Lafrenière-Ryan Lindgren
PHI,Scott Laughton,Tyson Foerster,0.36,39,33,Scott Laughton-Tyson Foerster
VGK,Kaedan Korczak,Zach Whitecloud,0.36,9,14,Kaedan Korczak-Zach Whitecloud
VGK,Brayden Pachal,Nicolas Roy,0.36,7,41,Brayden Pachal-Nicolas Roy
DAL,Jamie Benn,Jason Robertson,0.36,60,80,Jamie Benn-Jason Robertson
VGK,Jonas Rondbjerg,William Karlsson,0.36,60,3,Jonas Rondbjerg-William Karlsson
WSH,Dylan Strome,T.J. Oshie,0.36,25,67,Dylan Strome-T.J. Oshie
DAL,Jason Robertson,Joel Hanley,0.36,5,80,Jason Robertson-Joel Hanley
CGY,Andrew Mangiapane,Dryden Hunt,0.36,8,40,Andrew Mangiapane-Dryden Hunt
VAN,Conor Garland,Nils Aman,0.36,7,47,Conor Garland-Nils Aman
DAL,Evgenii Dadonov,Wyatt Johnston,0.36,23,65,Evgenii Dadonov-Wyatt Johnston
TOR,Pontus Holmberg,Ryan Reaves,0.36,17,6,Pontus Holmberg-Ryan Reaves
CHI,Andreas Athanasiou,Philipp Kurashev,0.36,9,54,Andreas Athanasiou-Philipp Kurashev
NYI,Hudson Fasching,Kyle Palmieri,0.36,14,54,Hudson Fasching-Kyle Palmieri
NYI,Brock Nelson,Pierre Engvall,0.36,28,69,Brock Nelson-Pierre Engvall
COL,Devon Toews,Nathan MacKinnon,0.36,140,50,Devon Toews-Nathan MacKinnon
WPG,Mason Appleton,Rasmus Kupari,0.36,36,1,Mason Appleton-Rasmus Kupari
VGK,Brett Howden,Nicolas Hague,0.36,19,12,Brett Howden-Nicolas Hague
VAN,J.T. Miller,Mark Friedman,0.36,103,1,J.T. Miller-Mark Friedman
VAN,Brock Boeser,Elias Pettersson,0.36,73,89,Brock Boeser-Elias Pettersson
DET,J.T. Compher,Simon Edvinsson,0.36,48,2,J.T. Compher-Simon Edvinsson
TOR,Bobby McMann,Timothy Liljegren,0.36,24,23,Bobby McMann-Timothy Liljegren
LAK,Alex Laferriere,Pierre-Luc Dubois,0.36,23,40,Alex Laferriere-Pierre-Luc Dubois
VAN,Andrei Kuzmenko,Ilya Mikheyev,0.35,46,31,Andrei Kuzmenko-Ilya Mikheyev
FLA,Matthew Tkachuk,Sam Bennett,0.35,41,88,Matthew Tkachuk-Sam Bennett
FLA,Aleksander Barkov,Uvis Balinskis,0.35,80,3,Aleksander Barkov-Uvis Balinskis
DET,Moritz Seider,Patrick Kane,0.35,47,42,Moritz Seider-Patrick Kane
PIT,Bryan Rust,Noel Acciari,0.35,7,56,Bryan Rust-Noel Acciari
NSH,Luke Evangelista,Mark Jankowski,0.35,39,15,Luke Evangelista-Mark Jankowski
BOS,Charlie McAvoy,Ian Mitchell,0.35,47,2,Charlie McAvoy-Ian Mitchell
SJS,Fabian Zetterlund,Mikael Granlund,0.35,60,44,Fabian Zetterlund-Mikael Granlund
SJS,Fabian Zetterlund,Tomas Hertl,0.35,44,38,Fabian Zetterlund-Tomas Hertl
CGY,Nazem Kadri,Nick DeSimone,0.35,75,7,Nazem Kadri-Nick DeSimone
NJD,Dawson Mercer,Kurtis MacDermid,0.35,33,3,Dawson Mercer-Kurtis MacDermid
STL,Jake Neighbours,Torey Krug,0.35,38,39,Jake Neighbours-Torey Krug
CBJ,Erik Gudbranson,Sean Kuraly,0.35,18,26,Erik Gudbranson-Sean Kuraly
PIT,Jake Guentzel,Kris Letang,0.35,51,77,Jake Guentzel-Kris Letang
CAR,Jack Drury,Jalen Chatfield,0.35,27,22,Jack Drury-Jalen Chatfield
PIT,Drew O'Connor,Lars Eller,0.35,31,33,Drew O'Connor-Lars Eller
MTL,Brendan Gallagher,Christian Dvorak,0.35,9,31,Brendan Gallagher-Christian Dvorak
NYI,Julien Gauthier,Simon Holmstrom,0.35,9,25,Julien Gauthier-Simon Holmstrom
COL,Artturi Lehkonen,Ryan Johansen,0.35,34,23,Artturi Lehkonen-Ryan Johansen
SEA,Brian Dumoulin,Jared McCann,0.35,62,16,Brian Dumoulin-Jared McCann
ANA,Jackson LaCombe,Jamie Drysdale,0.35,17,10,Jackson LaCombe-Jamie Drysdale
NYR,Kaapo Kakko,Ryan Lindgren,0.35,19,17,Kaapo Kakko-Ryan Lindgren
PHI,Garnet Hathaway,Nicolas Deslauriers,0.35,17,4,Garnet Hathaway-Nicolas Deslauriers
VAN,Carson Soucy,Filip Hronek,0.35,48,6,Carson Soucy-Filip Hronek
BOS,Brad Marchand,David Pastrnak,0.35,67,110,Brad Marchand-David Pastrnak
TBL,Luke Glendening,Nick Perbix,0.35,11,24,Luke Glendening-Nick Perbix
CBJ,Adam Fantilli,Damon Severson,0.35,27,28,Adam Fantilli-Damon Severson
NJD,Alexander Holtz,Simon Nemec,0.35,19,28,Alexander Holtz-Simon Nemec
SEA,Jaden Schwartz,Vince Dunn,0.35,30,46,Jaden Schwartz-Vince Dunn
MTL,Cole Caufield,Nick Suzuki,0.35,65,77,Cole Caufield-Nick Suzuki
WSH,Ethan Bear,Michael Sgarbossa,0.35,7,4,Ethan Bear-Michael Sgarbossa
SEA,Andre Burakovsky,Jared McCann,0.35,16,62,Andre Burakovsky-Jared McCann
SEA,Jaden Schwartz,Oliver Bjorkstrand,0.35,59,30,Jaden Schwartz-Oliver Bjorkstrand
BUF,Alex Tuch,JJ Peterka,0.34,50,59,Alex Tuch-JJ Peterka
NYI,Adam Pelech,Pierre Engvall,0.34,28,16,Adam Pelech-Pierre Engvall
CGY,Jonathan Huberdeau,Noah Hanifin,0.34,52,47,Jonathan Huberdeau-Noah Hanifin
VAN,Andrei Kuzmenko,Carson Soucy,0.34,46,6,Andrei Kuzmenko-Carson Soucy
CAR,Dmitry Orlov,Jalen Chatfield,0.34,22,26,Dmitry Orlov-Jalen Chatfield
SEA,Brandon Tanev,Oliver Bjorkstrand,0.34,59,16,Brandon Tanev-Oliver Bjorkstrand
SEA,Jamie Oleksiak,Oliver Bjorkstrand,0.34,59,15,Jamie Oleksiak-Oliver Bjorkstrand
SEA,Brian Dumoulin,Oliver Bjorkstrand,0.34,59,16,Brian Dumoulin-Oliver Bjorkstrand
TOR,Connor Dewar,Pontus Holmberg,0.34,19,17,Connor Dewar-Pontus Holmberg
OTT,Artem Zub,Tim Stützle,0.34,25,70,Artem Zub-Tim Stützle
PHI,Sean Couturier,Travis Sanheim,0.34,38,44,Sean Couturier-Travis Sanheim
VGK,Brett Howden,Mark Stone,0.34,19,53,Brett Howden-Mark Stone
SJS,Marc-Edouard Vlasic,Ty Emberson,0.34,10,12,Marc-Edouard Vlasic-Ty Emberson
NYI,Casey Cizikas,Samuel Bolduc,0.34,23,5,Casey Cizikas-Samuel Bolduc
STL,Brandon Saad,Jordan Kyrou,0.34,67,42,Brandon Saad-Jordan Kyrou
BOS,Ian Mitchell,Matthew Poitras,0.34,15,2,Ian Mitchell-Matthew Poitras
SJS,Givani Smith,Nico Sturm,0.34,4,13,Givani Smith-Nico Sturm
SJS,Jan Rutta,Marc-Edouard Vlasic,0.34,19,12,Jan Rutta-Marc-Edouard Vlasic
ANA,Mason McTavish,Pavel Mintyukov,0.34,42,28,Mason McTavish-Pavel Mintyukov
MIN,Marat Khusnutdinov,Matt Boldy,0.34,4,69,Marat Khusnutdinov-Matt Boldy
TOR,Mitch Marner,Morgan Rielly,0.34,85,58,Mitch Marner-Morgan Rielly
TOR,Auston Matthews,William Nylander,0.34,107,98,Auston Matthews-William Nylander
ANA,Brock McGinn,Isac Lundestrom,0.34,11,3,Brock McGinn-Isac Lundestrom
DAL,Logan Stankoven,Miro Heiskanen,0.34,14,54,Logan Stankoven-Miro Heiskanen
WSH,Ethan Bear,Nick Jensen,0.34,4,14,Ethan Bear-Nick Jensen
CBJ,Boone Jenner,Zach Werenski,0.34,35,57,Boone Jenner-Zach Werenski
FLA,Evan Rodrigues,Sam Reinhart,0.34,94,39,Evan Rodrigues-Sam Reinhart
CAR,Andrei Svechnikov,Jesperi Kotkaniemi,0.34,27,52,Andrei Svechnikov-Jesperi Kotkaniemi
CGY,Connor Zary,Noah Hanifin,0.34,34,47,Connor Zary-Noah Hanifin
NYR,Adam Fox,Artemi Panarin,0.34,120,73,Adam Fox-Artemi Panarin
CBJ,Boone Jenner,Cole Sillinger,0.34,35,32,Boone Jenner-Cole Sillinger
ANA,Mason McTavish,Troy Terry,0.34,42,54,Mason McTavish-Troy Terry
OTT,Drake Batherson,Josh Norris,0.34,66,30,Drake Batherson-Josh Norris
OTT,Claude Giroux,Jake Sanderson,0.34,64,38,Claude Giroux-Jake Sanderson
COL,Casey Mittelstadt,Samuel Girard,0.33,57,18,Casey Mittelstadt-Samuel Girard
CHI,Andreas Athanasiou,Seth Jones,0.33,9,31,Andreas Athanasiou-Seth Jones
NYR,Ryan Lindgren,Zac Jones,0.33,9,17,Ryan Lindgren-Zac Jones
EDM,Connor McDavid,Evan Bouchard,0.33,132,82,Connor McDavid-Evan Bouchard
NYR,Adam Fox,Ryan Lindgren,0.33,73,17,Adam Fox-Ryan Lindgren
ANA,Jackson LaCombe,Ryan Strome,0.33,41,17,Jackson LaCombe-Ryan Strome
SJS,Thomas Bordeleau,William Eklund,0.33,11,45,Thomas Bordeleau-William Eklund
SJS,Fabian Zetterlund,Thomas Bordeleau,0.33,11,44,Fabian Zetterlund-Thomas Bordeleau
CAR,Sebastian Aho,Seth Jarvis,0.33,89,67,Sebastian Aho-Seth Jarvis
DET,Dylan Larkin,Moritz Seider,0.33,69,42,Dylan Larkin-Moritz Seider
VGK,Pavel Dorofeyev,William Karlsson,0.33,24,60,Pavel Dorofeyev-William Karlsson
CHI,Alex Vlasic,Seth Jones,0.33,31,16,Alex Vlasic-Seth Jones
VGK,Brayden Pachal,William Karlsson,0.33,7,60,Brayden Pachal-William Karlsson
VAN,Elias Pettersson,Quinn Hughes,0.33,89,92,Elias Pettersson-Quinn Hughes
NYR,Alexis Lafrenière,Vincent Trocheck,0.33,57,77,Alexis Lafrenière-Vincent Trocheck
PIT,Jake Guentzel,Marcus Pettersson,0.33,30,77,Jake Guentzel-Marcus Pettersson
FLA,Jonah Gadjovich,Matthew Tkachuk,0.33,4,88,Jonah Gadjovich-Matthew Tkachuk
FLA,Anton Lundell,Jonah Gadjovich,0.33,4,35,Anton Lundell-Jonah Gadjovich
NSH,Cody Glass,Roman Josi,0.33,13,85,Cody Glass-Roman Josi
PIT,Bryan Rust,Kris Letang,0.33,56,51,Bryan Rust-Kris Letang
LAK,Jordan Spence,Quinton Byfield,0.33,55,24,Jordan Spence-Quinton Byfield
DAL,Esa Lindell,Roope Hintz,0.33,65,26,Esa Lindell-Roope Hintz
LAK,Anze Kopitar,Quinton Byfield,0.33,55,70,Anze Kopitar-Quinton Byfield
TOR,Jake McCabe,Mitch Marner,0.33,85,28,Jake McCabe-Mitch Marner
LAK,Anze Kopitar,Kevin Fiala,0.33,73,70,Anze Kopitar-Kevin Fiala
SJS,Kyle Burroughs,Nico Sturm,0.33,8,13,Kyle Burroughs-Nico Sturm
STL,Jordan Kyrou,Torey Krug,0.33,67,39,Jordan Kyrou-Torey Krug
TOR,Connor Dewar,Simon Benoit,0.33,19,5,Connor Dewar-Simon Benoit
VAN,Andrei Kuzmenko,Noah Juulsen,0.33,46,7,Andrei Kuzmenko-Noah Juulsen
BOS,Charlie McAvoy,David Pastrnak,0.33,110,47,Charlie McAvoy-David Pastrnak
FLA,Aleksander Barkov,Carter Verhaeghe,0.33,80,72,Aleksander Barkov-Carter Verhaeghe
TOR,Nicholas Robertson,Timothy Liljegren,0.33,27,23,Nicholas Robertson-Timothy Liljegren
STL,Justin Faulk,Pavel Buchnevich,0.33,63,30,Justin Faulk-Pavel Buchnevich
STL,Brayden Schenn,Pavel Buchnevich,0.33,63,46,Brayden Schenn-Pavel Buchnevich
NSH,Cody Glass,Ryan McDonagh,0.33,32,13,Cody Glass-Ryan McDonagh
VGK,Brett Howden,Keegan Kolesar,0.33,19,18,Brett Howden-Keegan Kolesar
MIN,Jake Middleton,Liam Ohgren,0.33,2,25,Jake Middleton-Liam Ohgren
WSH,Alex Ovechkin,John Carlson,0.33,65,52,Alex Ovechkin-John Carlson
BOS,David Pastrnak,Morgan Geekie,0.33,39,110,David Pastrnak-Morgan Geekie
NJD,Nico Hischier,Timo Meier,0.33,67,52,Nico Hischier-Timo Meier
COL,Jean-Luc Foudy,Josh Manson,0.33,1,25,Jean-Luc Foudy-Josh Manson
SEA,Eeli Tolvanen,Oliver Bjorkstrand,0.33,59,41,Eeli Tolvanen-Oliver Bjorkstrand
COL,Artturi Lehkonen,Jean-Luc Foudy,0.33,1,34,Artturi Lehkonen-Jean-Luc Foudy
MIN,Connor Dewar,Jared Spurgeon,0.33,5,19,Connor Dewar-Jared Spurgeon
TBL,Conor Sheary,Michael Eyssimont,0.33,25,15,Conor Sheary-Michael Eyssimont
